method,case,dest,node,fout,lout,label
dp   ,    0, 1,  1,  1,  3, 40.17
dp   ,    0, 1,  2,  4,  5, 50.35
dp   ,    0, 1,  3,  6,  6, 15.52
dp   ,    1, 1,  1,  1,  3, 40.17
dp   ,    1, 1,  2,  4,  5, 50.33
dp   ,    1, 1,  3,  6,  6, 15.52
dp   ,    2, 1,  1,  1,  3, 40.17
dp   ,    2, 1,  2,  4,  5, 50.31
dp   ,    2, 1,  3,  6,  6, 15.52
dp   ,    3, 1,  1,  1,  3, 40.17
dp   ,    3, 1,  2,  4,  5, 50.30
dp   ,    3, 1,  3,  6,  6, 15.52
dp   ,    4, 1,  1,  1,  3, 40.17
dp   ,    4, 1,  2,  4,  5, 50.28
dp   ,    4, 1,  3,  6,  6, 15.52
dp   ,    5, 1,  1,  1,  3, 40.17
dp   ,    5, 1,  2,  4,  5, 50.27
dp   ,    5, 1,  3,  6,  6, 15.52
dp   ,    6, 1,  1,  1,  3, 40.17
dp   ,    6, 1,  2,  4,  5, 50.25
dp   ,    6, 1,  3,  6,  6, 15.52
dp   ,    7, 1,  1,  1,  3, 40.17
dp   ,    7, 1,  2,  4,  5, 50.24
dp   ,    7, 1,  3,  6,  6, 15.52
dp   ,    8, 1,  1,  1,  3, 40.17
dp   ,    8, 1,  2,  4,  5, 50.22
dp   ,    8, 1,  3,  6,  6, 15.52
dp   ,    9, 1,  1,  1,  3, 40.17
dp   ,    9, 1,  2,  4,  5, 50.21
dp   ,    9, 1,  3,  6,  6, 15.52
dp   ,   10, 1,  1,  1,  3, 40.17
dp   ,   10, 1,  2,  4,  5, 50.19
dp   ,   10, 1,  3,  6,  6, 15.52
dp   ,   11, 1,  1,  1,  3, 40.17
dp   ,   11, 1,  2,  4,  5, 50.18
dp   ,   11, 1,  3,  6,  6, 15.52
dp   ,   12, 1,  1,  1,  3, 40.17
dp   ,   12, 1,  2,  4,  5, 50.16
dp   ,   12, 1,  3,  6,  6, 15.52
dp   ,   13, 1,  1,  1,  3, 40.17
dp   ,   13, 1,  2,  4,  5, 50.15
dp   ,   13, 1,  3,  6,  6, 15.52
dp   ,   14, 1,  1,  1,  3, 40.17
dp   ,   14, 1,  2,  4,  5, 50.13
dp   ,   14, 1,  3,  6,  6, 15.52
dp   ,   15, 1,  1,  1,  3, 40.17
dp   ,   15, 1,  2,  4,  5, 50.12
dp   ,   15, 1,  3,  6,  6, 15.52
dp   ,   16, 1,  1,  1,  3, 40.17
dp   ,   16, 1,  2,  4,  5, 50.10
dp   ,   16, 1,  3,  6,  6, 15.52
dp   ,   17, 1,  1,  1,  3, 40.17
dp   ,   17, 1,  2,  4,  5, 50.09
dp   ,   17, 1,  3,  6,  6, 15.52
dp   ,   18, 1,  1,  1,  3, 40.17
dp   ,   18, 1,  2,  4,  5, 50.07
dp   ,   18, 1,  3,  6,  6, 15.52
dp   ,   19, 1,  1,  1,  3, 40.17
dp   ,   19, 1,  2,  4,  5, 50.06
dp   ,   19, 1,  3,  6,  6, 15.52
dp   ,   20, 1,  1,  1,  3, 40.17
dp   ,   20, 1,  2,  4,  5, 50.05
dp   ,   20, 1,  3,  6,  6, 15.52
dp   ,   21, 1,  1,  1,  3, 40.17
dp   ,   21, 1,  2,  4,  5, 50.03
dp   ,   21, 1,  3,  6,  6, 15.52
dp   ,   22, 1,  1,  1,  3, 40.17
dp   ,   22, 1,  2,  4,  5, 50.02
dp   ,   22, 1,  3,  6,  6, 15.52
dp   ,   23, 1,  1,  1,  3, 40.17
dp   ,   23, 1,  2,  4,  5, 50.00
dp   ,   23, 1,  3,  6,  6, 15.52
dp   ,   24, 1,  1,  1,  3, 40.17
dp   ,   24, 1,  2,  4,  5, 49.99
dp   ,   24, 1,  3,  6,  6, 15.52
dp   ,   25, 1,  1,  1,  3, 40.17
dp   ,   25, 1,  2,  4,  5, 49.97
dp   ,   25, 1,  3,  6,  6, 15.52
dp   ,   26, 1,  1,  1,  3, 40.17
dp   ,   26, 1,  2,  4,  5, 49.96
dp   ,   26, 1,  3,  6,  6, 15.52
dp   ,   27, 1,  1,  1,  3, 40.17
dp   ,   27, 1,  2,  4,  5, 49.95
dp   ,   27, 1,  3,  6,  6, 15.52
dp   ,   28, 1,  1,  1,  3, 40.17
dp   ,   28, 1,  2,  4,  5, 49.93
dp   ,   28, 1,  3,  6,  6, 15.52
dp   ,   29, 1,  1,  1,  3, 40.17
dp   ,   29, 1,  2,  4,  5, 49.92
dp   ,   29, 1,  3,  6,  6, 15.52
dp   ,   30, 1,  1,  1,  3, 40.17
dp   ,   30, 1,  2,  4,  5, 49.91
dp   ,   30, 1,  3,  6,  6, 15.52
dp   ,   31, 1,  1,  1,  3, 40.17
dp   ,   31, 1,  2,  4,  5, 49.89
dp   ,   31, 1,  3,  6,  6, 15.52
dp   ,   32, 1,  1,  1,  3, 40.17
dp   ,   32, 1,  2,  4,  5, 49.88
dp   ,   32, 1,  3,  6,  6, 15.52
dp   ,   33, 1,  1,  1,  3, 40.17
dp   ,   33, 1,  2,  4,  5, 49.86
dp   ,   33, 1,  3,  6,  6, 15.52
dp   ,   34, 1,  1,  1,  3, 40.17
dp   ,   34, 1,  2,  4,  5, 49.85
dp   ,   34, 1,  3,  6,  6, 15.52
dp   ,   35, 1,  1,  1,  3, 40.17
dp   ,   35, 1,  2,  4,  5, 49.84
dp   ,   35, 1,  3,  6,  6, 15.52
dp   ,   36, 1,  1,  1,  3, 40.17
dp   ,   36, 1,  2,  4,  5, 49.82
dp   ,   36, 1,  3,  6,  6, 15.52
dp   ,   37, 1,  1,  1,  3, 40.17
dp   ,   37, 1,  2,  4,  5, 49.81
dp   ,   37, 1,  3,  6,  6, 15.52
dp   ,   38, 1,  1,  1,  3, 40.17
dp   ,   38, 1,  2,  4,  5, 49.80
dp   ,   38, 1,  3,  6,  6, 15.52
dp   ,   39, 1,  1,  1,  3, 40.17
dp   ,   39, 1,  2,  4,  5, 49.78
dp   ,   39, 1,  3,  6,  6, 15.52
dp   ,   40, 1,  1,  1,  3, 40.17
dp   ,   40, 1,  2,  4,  5, 49.77
dp   ,   40, 1,  3,  6,  6, 15.52
dp   ,   41, 1,  1,  1,  3, 40.17
dp   ,   41, 1,  2,  4,  5, 49.76
dp   ,   41, 1,  3,  6,  6, 15.52
dp   ,   42, 1,  1,  1,  3, 40.17
dp   ,   42, 1,  2,  4,  5, 49.75
dp   ,   42, 1,  3,  6,  6, 15.52
dp   ,   43, 1,  1,  1,  3, 40.17
dp   ,   43, 1,  2,  4,  5, 49.73
dp   ,   43, 1,  3,  6,  6, 15.52
dp   ,   44, 1,  1,  1,  3, 40.17
dp   ,   44, 1,  2,  4,  5, 49.72
dp   ,   44, 1,  3,  6,  6, 15.52
dp   ,   45, 1,  1,  1,  3, 40.17
dp   ,   45, 1,  2,  4,  5, 49.71
dp   ,   45, 1,  3,  6,  6, 15.52
dp   ,   46, 1,  1,  1,  3, 40.17
dp   ,   46, 1,  2,  4,  5, 49.69
dp   ,   46, 1,  3,  6,  6, 15.52
dp   ,   47, 1,  1,  1,  3, 40.17
dp   ,   47, 1,  2,  4,  5, 49.68
dp   ,   47, 1,  3,  6,  6, 15.52
dp   ,   48, 1,  1,  1,  3, 40.17
dp   ,   48, 1,  2,  4,  5, 49.67
dp   ,   48, 1,  3,  6,  6, 15.52
dp   ,   49, 1,  1,  1,  3, 40.17
dp   ,   49, 1,  2,  4,  5, 49.66
dp   ,   49, 1,  3,  6,  6, 15.52
dp   ,   50, 1,  1,  1,  3, 40.17
dp   ,   50, 1,  2,  4,  5, 49.64
dp   ,   50, 1,  3,  6,  6, 15.52
dp   ,   51, 1,  1,  1,  3, 40.17
dp   ,   51, 1,  2,  4,  5, 49.63
dp   ,   51, 1,  3,  6,  6, 15.52
dp   ,   52, 1,  1,  1,  3, 40.17
dp   ,   52, 1,  2,  4,  5, 49.62
dp   ,   52, 1,  3,  6,  6, 15.52
dp   ,   53, 1,  1,  1,  3, 40.17
dp   ,   53, 1,  2,  4,  5, 49.61
dp   ,   53, 1,  3,  6,  6, 15.52
dp   ,   54, 1,  1,  1,  3, 40.17
dp   ,   54, 1,  2,  4,  5, 49.59
dp   ,   54, 1,  3,  6,  6, 15.52
dp   ,   55, 1,  1,  1,  3, 40.17
dp   ,   55, 1,  2,  4,  5, 49.58
dp   ,   55, 1,  3,  6,  6, 15.52
dp   ,   56, 1,  1,  1,  3, 40.17
dp   ,   56, 1,  2,  4,  5, 49.57
dp   ,   56, 1,  3,  6,  6, 15.52
dp   ,   57, 1,  1,  1,  3, 40.17
dp   ,   57, 1,  2,  4,  5, 49.56
dp   ,   57, 1,  3,  6,  6, 15.52
dp   ,   58, 1,  1,  1,  3, 40.17
dp   ,   58, 1,  2,  4,  5, 49.55
dp   ,   58, 1,  3,  6,  6, 15.52
dp   ,   59, 1,  1,  1,  3, 40.17
dp   ,   59, 1,  2,  4,  5, 49.53
dp   ,   59, 1,  3,  6,  6, 15.52
dp   ,   60, 1,  1,  1,  3, 40.17
dp   ,   60, 1,  2,  4,  5, 49.52
dp   ,   60, 1,  3,  6,  6, 15.52
dp   ,   61, 1,  1,  1,  3, 40.17
dp   ,   61, 1,  2,  4,  5, 49.51
dp   ,   61, 1,  3,  6,  6, 15.52
dp   ,   62, 1,  1,  1,  3, 40.17
dp   ,   62, 1,  2,  4,  5, 49.50
dp   ,   62, 1,  3,  6,  6, 15.52
dp   ,   63, 1,  1,  1,  3, 40.17
dp   ,   63, 1,  2,  4,  5, 49.49
dp   ,   63, 1,  3,  6,  6, 15.52
dp   ,   64, 1,  1,  1,  3, 40.17
dp   ,   64, 1,  2,  4,  5, 49.47
dp   ,   64, 1,  3,  6,  6, 15.52
dp   ,   65, 1,  1,  1,  3, 40.17
dp   ,   65, 1,  2,  4,  5, 49.46
dp   ,   65, 1,  3,  6,  6, 15.52
dp   ,   66, 1,  1,  1,  3, 40.17
dp   ,   66, 1,  2,  4,  5, 49.45
dp   ,   66, 1,  3,  6,  6, 15.52
dp   ,   67, 1,  1,  1,  3, 40.17
dp   ,   67, 1,  2,  4,  5, 49.44
dp   ,   67, 1,  3,  6,  6, 15.52
dp   ,   68, 1,  1,  1,  3, 40.17
dp   ,   68, 1,  2,  4,  5, 49.43
dp   ,   68, 1,  3,  6,  6, 15.52
dp   ,   69, 1,  1,  1,  3, 40.17
dp   ,   69, 1,  2,  4,  5, 49.42
dp   ,   69, 1,  3,  6,  6, 15.52
dp   ,   70, 1,  1,  1,  3, 40.17
dp   ,   70, 1,  2,  4,  5, 49.40
dp   ,   70, 1,  3,  6,  6, 15.52
dp   ,   71, 1,  1,  1,  3, 40.17
dp   ,   71, 1,  2,  4,  5, 49.39
dp   ,   71, 1,  3,  6,  6, 15.52
dp   ,   72, 1,  1,  1,  3, 40.17
dp   ,   72, 1,  2,  4,  5, 49.38
dp   ,   72, 1,  3,  6,  6, 15.52
dp   ,   73, 1,  1,  1,  3, 40.17
dp   ,   73, 1,  2,  4,  5, 49.37
dp   ,   73, 1,  3,  6,  6, 15.52
dp   ,   74, 1,  1,  1,  3, 40.17
dp   ,   74, 1,  2,  4,  5, 49.36
dp   ,   74, 1,  3,  6,  6, 15.52
dp   ,   75, 1,  1,  1,  3, 40.17
dp   ,   75, 1,  2,  4,  5, 49.35
dp   ,   75, 1,  3,  6,  6, 15.52
dp   ,   76, 1,  1,  1,  3, 40.17
dp   ,   76, 1,  2,  4,  5, 49.34
dp   ,   76, 1,  3,  6,  6, 15.52
dp   ,   77, 1,  1,  1,  3, 40.17
dp   ,   77, 1,  2,  4,  5, 49.33
dp   ,   77, 1,  3,  6,  6, 15.52
dp   ,   78, 1,  1,  1,  3, 40.17
dp   ,   78, 1,  2,  4,  5, 49.31
dp   ,   78, 1,  3,  6,  6, 15.52
dp   ,   79, 1,  1,  1,  3, 40.17
