method,case,dest,link,flow,fx,lt,xprob,logitprob,tail,head
dp   ,    5, 1,  1,      0.00,1000.00, 35.57,0.0000,0.0000,  1,  2
dp   ,    5, 1,  2,      0.00,  57.39, 41.87,0.0000,0.0000,  1,  3
dp   ,    5, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,    5, 1,  4,    162.69,  50.27, 34.75,0.7230,0.0000,  2,  3
dp   ,    5, 1,  5,     62.31,  50.28, 50.28,0.2770,0.0000,  2,  4
dp   ,    5, 1,  6,    162.69,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,    6, 1,  1,      0.00,1000.00, 35.43,0.0000,0.0000,  1,  2
dp   ,    6, 1,  2,      0.00,  57.25, 41.73,0.0000,0.0000,  1,  3
dp   ,    6, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,    6, 1,  4,    164.14,  50.25, 34.73,0.7295,0.0000,  2,  3
dp   ,    6, 1,  5,     60.86,  50.26, 50.26,0.2705,0.0000,  2,  4
dp   ,    6, 1,  6,    164.14,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,    7, 1,  1,      0.00,1000.00, 35.29,0.0000,0.0000,  1,  2
dp   ,    7, 1,  2,      0.00,  57.11, 41.59,0.0000,0.0000,  1,  3
dp   ,    7, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,    7, 1,  4,    165.58,  50.24, 34.72,0.7359,0.0000,  2,  3
dp   ,    7, 1,  5,     59.42,  50.25, 50.25,0.2641,0.0000,  2,  4
dp   ,    7, 1,  6,    165.58,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,    8, 1,  1,      0.00,1000.00, 35.15,0.0000,0.0000,  1,  2
dp   ,    8, 1,  2,      0.00,  56.97, 41.45,0.0000,0.0000,  1,  3
dp   ,    8, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,    8, 1,  4,    167.00,  50.22, 34.70,0.7422,0.0000,  2,  3
dp   ,    8, 1,  5,     58.00,  50.23, 50.23,0.2578,0.0000,  2,  4
dp   ,    8, 1,  6,    167.00,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,    9, 1,  1,      0.00,1000.00, 35.01,0.0000,0.0000,  1,  2
dp   ,    9, 1,  2,      0.00,  56.83, 41.31,0.0000,0.0000,  1,  3
dp   ,    9, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,    9, 1,  4,    168.41,  50.21, 34.69,0.7485,0.0000,  2,  3
dp   ,    9, 1,  5,     56.59,  50.22, 50.22,0.2515,0.0000,  2,  4
dp   ,    9, 1,  6,    168.41,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   10, 1,  1,      0.00,1000.00, 34.87,0.0000,0.0000,  1,  2
dp   ,   10, 1,  2,      0.00,  56.69, 41.17,0.0000,0.0000,  1,  3
dp   ,   10, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   10, 1,  4,    169.81,  50.19, 34.67,0.7547,0.0000,  2,  3
dp   ,   10, 1,  5,     55.19,  50.20, 50.20,0.2453,0.0000,  2,  4
dp   ,   10, 1,  6,    169.81,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   11, 1,  1,      0.00,1000.00, 34.74,0.0000,0.0000,  1,  2
dp   ,   11, 1,  2,      0.00,  56.56, 41.04,0.0000,0.0000,  1,  3
dp   ,   11, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   11, 1,  4,    171.19,  50.18, 34.66,0.7608,0.0000,  2,  3
dp   ,   11, 1,  5,     53.81,  50.19, 50.19,0.2392,0.0000,  2,  4
dp   ,   11, 1,  6,    171.19,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   12, 1,  1,      0.00,1000.00, 34.60,0.0000,0.0000,  1,  2
dp   ,   12, 1,  2,      0.00,  56.42, 40.90,0.0000,0.0000,  1,  3
dp   ,   12, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   12, 1,  4,    172.56,  50.16, 34.64,0.7669,0.0000,  2,  3
dp   ,   12, 1,  5,     52.44,  50.17, 50.17,0.2331,0.0000,  2,  4
dp   ,   12, 1,  6,    172.56,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   13, 1,  1,      0.00,1000.00, 34.47,0.0000,0.0000,  1,  2
dp   ,   13, 1,  2,      0.00,  56.29, 40.77,0.0000,0.0000,  1,  3
dp   ,   13, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   13, 1,  4,    173.68,  50.15, 34.63,0.7719,0.0000,  2,  3
dp   ,   13, 1,  5,     51.32,  50.16, 50.16,0.2281,0.0000,  2,  4
dp   ,   13, 1,  6,    173.68,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   14, 1,  1,      0.00,1000.00, 34.34,0.0000,0.0000,  1,  2
dp   ,   14, 1,  2,      0.00,  56.16, 40.64,0.0000,0.0000,  1,  3
dp   ,   14, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   14, 1,  4,    175.02,  50.13, 34.61,0.7779,0.0000,  2,  3
dp   ,   14, 1,  5,     49.98,  50.14, 50.14,0.2221,0.0000,  2,  4
dp   ,   14, 1,  6,    175.02,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   15, 1,  1,      0.00,1000.00, 34.21,0.0000,0.0000,  1,  2
dp   ,   15, 1,  2,      0.00,  56.03, 40.51,0.0000,0.0000,  1,  3
dp   ,   15, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   15, 1,  4,    176.36,  50.12, 34.60,0.7838,0.0000,  2,  3
dp   ,   15, 1,  5,     48.64,  50.13, 50.13,0.2162,0.0000,  2,  4
dp   ,   15, 1,  6,    176.36,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   16, 1,  1,      0.00,1000.00, 34.08,0.0000,0.0000,  1,  2
dp   ,   16, 1,  2,      0.00,  55.90, 40.38,0.0000,0.0000,  1,  3
dp   ,   16, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   16, 1,  4,    177.68,  50.10, 34.58,0.7897,0.0000,  2,  3
dp   ,   16, 1,  5,     47.32,  50.11, 50.11,0.2103,0.0000,  2,  4
dp   ,   16, 1,  6,    177.68,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   17, 1,  1,      0.00,1000.00, 33.95,0.0000,0.0000,  1,  2
dp   ,   17, 1,  2,      0.00,  55.77, 40.25,0.0000,0.0000,  1,  3
dp   ,   17, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   17, 1,  4,    179.01,  50.09, 34.57,0.7956,0.0000,  2,  3
dp   ,   17, 1,  5,     45.99,  50.10, 50.10,0.2044,0.0000,  2,  4
dp   ,   17, 1,  6,    179.01,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   18, 1,  1,      0.00,1000.00, 33.82,0.0000,0.0000,  1,  2
dp   ,   18, 1,  2,      0.00,  55.64, 40.12,0.0000,0.0000,  1,  3
dp   ,   18, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   18, 1,  4,    180.31,  50.07, 34.55,0.8014,0.0000,  2,  3
dp   ,   18, 1,  5,     44.69,  50.08, 50.08,0.1986,0.0000,  2,  4
dp   ,   18, 1,  6,    180.31,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   19, 1,  1,      0.00,1000.00, 33.70,0.0000,0.0000,  1,  2
dp   ,   19, 1,  2,      0.00,  55.52, 40.00,0.0000,0.0000,  1,  3
dp   ,   19, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   19, 1,  4,    181.44,  50.06, 34.54,0.8064,0.0000,  2,  3
dp   ,   19, 1,  5,     43.56,  50.07, 50.07,0.1936,0.0000,  2,  4
dp   ,   19, 1,  6,    181.44,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   20, 1,  1,      0.00,1000.00, 33.57,0.0000,0.0000,  1,  2
dp   ,   20, 1,  2,      0.00,  55.39, 39.87,0.0000,0.0000,  1,  3
dp   ,   20, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   20, 1,  4,    182.71,  50.05, 34.52,0.8121,0.0000,  2,  3
dp   ,   20, 1,  5,     42.29,  50.05, 50.05,0.1879,0.0000,  2,  4
dp   ,   20, 1,  6,    182.71,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   21, 1,  1,      0.00,1000.00, 33.45,0.0000,0.0000,  1,  2
dp   ,   21, 1,  2,      0.00,  55.27, 39.75,0.0000,0.0000,  1,  3
dp   ,   21, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   21, 1,  4,    183.98,  50.03, 34.51,0.8177,0.0000,  2,  3
dp   ,   21, 1,  5,     41.02,  50.04, 50.04,0.1823,0.0000,  2,  4
dp   ,   21, 1,  6,    183.98,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   22, 1,  1,      0.00,1000.00, 33.33,0.0000,0.0000,  1,  2
dp   ,   22, 1,  2,      0.00,  55.15, 39.63,0.0000,0.0000,  1,  3
dp   ,   22, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   22, 1,  4,    185.23,  50.02, 34.50,0.8232,0.0000,  2,  3
dp   ,   22, 1,  5,     39.77,  50.03, 50.03,0.1768,0.0000,  2,  4
dp   ,   22, 1,  6,    185.23,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   23, 1,  1,      0.00,1000.00, 33.21,0.0000,0.0000,  1,  2
dp   ,   23, 1,  2,      0.00,  55.03, 39.51,0.0000,0.0000,  1,  3
dp   ,   23, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   23, 1,  4,    186.47,  50.00, 34.48,0.8288,0.0000,  2,  3
dp   ,   23, 1,  5,     38.53,  50.01, 50.01,0.1712,0.0000,  2,  4
dp   ,   23, 1,  6,    186.47,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   24, 1,  1,      0.00,1000.00, 33.09,0.0000,0.0000,  1,  2
dp   ,   24, 1,  2,      0.00,  54.91, 39.39,0.0000,0.0000,  1,  3
dp   ,   24, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   24, 1,  4,    187.70,  49.99, 34.47,0.8342,0.0000,  2,  3
dp   ,   24, 1,  5,     37.30,  50.00, 50.00,0.1658,0.0000,  2,  4
dp   ,   24, 1,  6,    187.70,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   25, 1,  1,      0.00,1000.00, 32.97,0.0000,0.0000,  1,  2
dp   ,   25, 1,  2,      0.00,  54.79, 39.27,0.0000,0.0000,  1,  3
dp   ,   25, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   25, 1,  4,    188.92,  49.97, 34.45,0.8396,0.0000,  2,  3
dp   ,   25, 1,  5,     36.08,  49.98, 49.98,0.1604,0.0000,  2,  4
dp   ,   25, 1,  6,    188.92,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   26, 1,  1,      0.00,1000.00, 32.85,0.0000,0.0000,  1,  2
dp   ,   26, 1,  2,      0.00,  54.67, 39.15,0.0000,0.0000,  1,  3
dp   ,   26, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   26, 1,  4,    189.97,  49.96, 34.44,0.8443,0.0000,  2,  3
dp   ,   26, 1,  5,     35.03,  49.97, 49.97,0.1557,0.0000,  2,  4
dp   ,   26, 1,  6,    189.97,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   27, 1,  1,      0.00,1000.00, 32.73,0.0000,0.0000,  1,  2
dp   ,   27, 1,  2,      0.00,  54.55, 39.03,0.0000,0.0000,  1,  3
dp   ,   27, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   27, 1,  4,    191.16,  49.95, 34.43,0.8496,0.0000,  2,  3
dp   ,   27, 1,  5,     33.84,  49.96, 49.96,0.1504,0.0000,  2,  4
dp   ,   27, 1,  6,    191.16,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   28, 1,  1,      0.00,1000.00, 32.62,0.0000,0.0000,  1,  2
dp   ,   28, 1,  2,      0.00,  54.44, 38.92,0.0000,0.0000,  1,  3
dp   ,   28, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   28, 1,  4,    192.35,  49.93, 34.41,0.8549,0.0000,  2,  3
dp   ,   28, 1,  5,     32.65,  49.94, 49.94,0.1451,0.0000,  2,  4
dp   ,   28, 1,  6,    192.35,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   29, 1,  1,      0.00,1000.00, 32.50,0.0000,0.0000,  1,  2
dp   ,   29, 1,  2,      0.00,  54.32, 38.80,0.0000,0.0000,  1,  3
dp   ,   29, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   29, 1,  4,    193.53,  49.92, 34.40,0.8601,0.0000,  2,  3
dp   ,   29, 1,  5,     31.47,  49.93, 49.93,0.1399,0.0000,  2,  4
dp   ,   29, 1,  6,    193.53,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   30, 1,  1,      0.00,1000.00, 32.39,0.0000,0.0000,  1,  2
dp   ,   30, 1,  2,      0.00,  54.21, 38.69,0.0000,0.0000,  1,  3
dp   ,   30, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   30, 1,  4,    194.70,  49.91, 34.38,0.8653,0.0000,  2,  3
dp   ,   30, 1,  5,     30.30,  49.91, 49.91,0.1347,0.0000,  2,  4
dp   ,   30, 1,  6,    194.70,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   31, 1,  1,      0.00,1000.00, 32.27,0.0000,0.0000,  1,  2
dp   ,   31, 1,  2,      0.00,  54.10, 38.57,0.0000,0.0000,  1,  3
dp   ,   31, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   31, 1,  4,    195.85,  49.89, 34.37,0.8705,0.0000,  2,  3
dp   ,   31, 1,  5,     29.15,  49.90, 49.90,0.1295,0.0000,  2,  4
dp   ,   31, 1,  6,    195.85,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   32, 1,  1,      0.00,1000.00, 32.16,0.0000,0.0000,  1,  2
dp   ,   32, 1,  2,      0.00,  53.98, 38.46,0.0000,0.0000,  1,  3
dp   ,   32, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   32, 1,  4,    197.00,  49.88, 34.36,0.8756,0.0000,  2,  3
dp   ,   32, 1,  5,     28.00,  49.89, 49.89,0.1244,0.0000,  2,  4
dp   ,   32, 1,  6,    197.00,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   33, 1,  1,      0.00,1000.00, 32.05,0.0000,0.0000,  1,  2
dp   ,   33, 1,  2,      0.00,  53.87, 38.35,0.0000,0.0000,  1,  3
dp   ,   33, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   33, 1,  4,    198.14,  49.86, 34.34,0.8806,0.0000,  2,  3
dp   ,   33, 1,  5,     26.86,  49.87, 49.87,0.1194,0.0000,  2,  4
dp   ,   33, 1,  6,    198.14,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   34, 1,  1,      0.00,1000.00, 31.94,0.0000,0.0000,  1,  2
dp   ,   34, 1,  2,      0.00,  53.76, 38.24,0.0000,0.0000,  1,  3
dp   ,   34, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   34, 1,  4,    199.10,  49.85, 34.33,0.8849,0.0000,  2,  3
dp   ,   34, 1,  5,     25.90,  49.86, 49.86,0.1151,0.0000,  2,  4
dp   ,   34, 1,  6,    199.10,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   35, 1,  1,      0.00,1000.00, 31.83,0.0000,0.0000,  1,  2
dp   ,   35, 1,  2,      0.00,  53.65, 38.13,0.0000,0.0000,  1,  3
dp   ,   35, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   35, 1,  4,    200.22,  49.84, 34.32,0.8899,0.0000,  2,  3
dp   ,   35, 1,  5,     24.78,  49.85, 49.85,0.1101,0.0000,  2,  4
dp   ,   35, 1,  6,    200.22,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   36, 1,  1,      0.00,1000.00, 31.72,0.0000,0.0000,  1,  2
dp   ,   36, 1,  2,      0.00,  53.55, 38.02,0.0000,0.0000,  1,  3
dp   ,   36, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   36, 1,  4,    201.33,  49.82, 34.30,0.8948,0.0000,  2,  3
dp   ,   36, 1,  5,     23.67,  49.83, 49.83,0.1052,0.0000,  2,  4
dp   ,   36, 1,  6,    201.33,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   37, 1,  1,      0.00,1000.00, 31.62,0.0000,0.0000,  1,  2
dp   ,   37, 1,  2,      0.00,  53.44, 37.92,0.0000,0.0000,  1,  3
dp   ,   37, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   37, 1,  4,    202.43,  49.81, 34.29,0.8997,0.0000,  2,  3
dp   ,   37, 1,  5,     22.57,  49.82, 49.82,0.1003,0.0000,  2,  4
dp   ,   37, 1,  6,    202.43,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   38, 1,  1,      0.00,1000.00, 31.51,0.0000,0.0000,  1,  2
dp   ,   38, 1,  2,      0.00,  53.33, 37.81,0.0000,0.0000,  1,  3
dp   ,   38, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   38, 1,  4,    203.52,  49.80, 34.28,0.9045,0.0000,  2,  3
dp   ,   38, 1,  5,     21.48,  49.81, 49.81,0.0955,0.0000,  2,  4
dp   ,   38, 1,  6,    203.52,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   39, 1,  1,      0.00,1000.00, 31.40,0.0000,0.0000,  1,  2
dp   ,   39, 1,  2,      0.00,  53.23, 37.70,0.0000,0.0000,  1,  3
dp   ,   39, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   39, 1,  4,    204.60,  49.78, 34.26,0.9093,0.0000,  2,  3
dp   ,   39, 1,  5,     20.40,  49.79, 49.79,0.0907,0.0000,  2,  4
dp   ,   39, 1,  6,    204.60,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   40, 1,  1,      0.00,1000.00, 31.30,0.0000,0.0000,  1,  2
dp   ,   40, 1,  2,      0.00,  53.12, 37.60,0.0000,0.0000,  1,  3
dp   ,   40, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   40, 1,  4,    205.67,  49.77, 34.25,0.9141,0.0000,  2,  3
dp   ,   40, 1,  5,     19.33,  49.78, 49.78,0.0859,0.0000,  2,  4
dp   ,   40, 1,  6,    205.67,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   41, 1,  1,      0.00,1000.00, 31.20,0.0000,0.0000,  1,  2
dp   ,   41, 1,  2,      0.00,  53.02, 37.50,0.0000,0.0000,  1,  3
dp   ,   41, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   41, 1,  4,    206.74,  49.76, 34.24,0.9188,0.0000,  2,  3
dp   ,   41, 1,  5,     18.26,  49.77, 49.77,0.0812,0.0000,  2,  4
dp   ,   41, 1,  6,    206.74,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   42, 1,  1,      0.00,1000.00, 31.09,0.0000,0.0000,  1,  2
dp   ,   42, 1,  2,      0.00,  52.91, 37.39,0.0000,0.0000,  1,  3
dp   ,   42, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   42, 1,  4,    207.62,  49.75, 34.22,0.9228,0.0000,  2,  3
dp   ,   42, 1,  5,     17.38,  49.76, 49.76,0.0772,0.0000,  2,  4
dp   ,   42, 1,  6,    207.62,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   43, 1,  1,      0.00,1000.00, 30.99,0.0000,0.0000,  1,  2
dp   ,   43, 1,  2,      0.00,  52.81, 37.29,0.0000,0.0000,  1,  3
dp   ,   43, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   43, 1,  4,    208.67,  49.73, 34.21,0.9274,0.0000,  2,  3
dp   ,   43, 1,  5,     16.33,  49.74, 49.74,0.0726,0.0000,  2,  4
dp   ,   43, 1,  6,    208.67,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   44, 1,  1,      0.00,1000.00, 30.89,0.0000,0.0000,  1,  2
dp   ,   44, 1,  2,      0.00,  52.71, 37.19,0.0000,0.0000,  1,  3
dp   ,   44, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   44, 1,  4,    209.71,  49.72, 34.20,0.9320,0.0000,  2,  3
dp   ,   44, 1,  5,     15.29,  49.73, 49.73,0.0680,0.0000,  2,  4
dp   ,   44, 1,  6,    209.71,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   45, 1,  1,      0.00,1000.00, 30.79,0.0000,0.0000,  1,  2
dp   ,   45, 1,  2,      0.00,  52.61, 37.09,0.0000,0.0000,  1,  3
dp   ,   45, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   45, 1,  4,    210.74,  49.71, 34.19,0.9366,0.0000,  2,  3
dp   ,   45, 1,  5,     14.26,  49.72, 49.72,0.0634,0.0000,  2,  4
dp   ,   45, 1,  6,    210.74,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   46, 1,  1,      0.00,1000.00, 30.69,0.0000,0.0000,  1,  2
dp   ,   46, 1,  2,      0.00,  52.51, 36.99,0.0000,0.0000,  1,  3
dp   ,   46, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   46, 1,  4,    211.76,  49.69, 34.17,0.9412,0.0000,  2,  3
dp   ,   46, 1,  5,     13.24,  49.70, 49.70,0.0588,0.0000,  2,  4
dp   ,   46, 1,  6,    211.76,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   47, 1,  1,      0.00,1000.00, 30.59,0.0000,0.0000,  1,  2
dp   ,   47, 1,  2,      0.00,  52.41, 36.89,0.0000,0.0000,  1,  3
dp   ,   47, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   47, 1,  4,    212.77,  49.68, 34.16,0.9457,0.0000,  2,  3
dp   ,   47, 1,  5,     12.23,  49.69, 49.69,0.0543,0.0000,  2,  4
dp   ,   47, 1,  6,    212.77,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   48, 1,  1,      0.00,1000.00, 30.49,0.0000,0.0000,  1,  2
dp   ,   48, 1,  2,      0.00,  52.31, 36.79,0.0000,0.0000,  1,  3
dp   ,   48, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   48, 1,  4,    213.78,  49.67, 34.15,0.9501,0.0000,  2,  3
dp   ,   48, 1,  5,     11.22,  49.68, 49.68,0.0499,0.0000,  2,  4
dp   ,   48, 1,  6,    213.78,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   49, 1,  1,      0.00,1000.00, 30.40,0.0000,0.0000,  1,  2
dp   ,   49, 1,  2,      0.00,  52.22, 36.70,0.0000,0.0000,  1,  3
dp   ,   49, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   49, 1,  4,    214.77,  49.66, 34.13,0.9546,0.0000,  2,  3
dp   ,   49, 1,  5,     10.23,  49.66, 49.66,0.0454,0.0000,  2,  4
dp   ,   49, 1,  6,    214.77,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   50, 1,  1,      0.00,1000.00, 30.30,0.0000,0.0000,  1,  2
dp   ,   50, 1,  2,      0.00,  52.12, 36.60,0.0000,0.0000,  1,  3
dp   ,   50, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
dp   ,   50, 1,  4,    215.76,  49.64, 34.12,0.9589,0.0000,  2,  3
dp   ,   50, 1,  5,      9.24,  49.65, 49.65,0.0411,0.0000,  2,  4
dp   ,   50, 1,  6,    215.76,  15.52, 15.52,1.0000,0.0000,  3,  4
dp   ,   51, 1,  1,      0.00,1000.00, 30.20,0.0000,0.0000,  1,  2
dp   ,   51, 1,  2,      0.00,  52.03, 36.50,0.0000,0.0000,  1,  3
dp   ,   51, 1,  3,    300.00,  40.17, 40.17,1.0000,0.0000,  1,  4
