id,tc,fair
0,23377.95,-2.1083
1,23374.4175,-2.0925999999999974
2,23370.885000000002,-2.076899999999995
3,23367.3525,-2.0611999999999995
4,23363.864999999998,-2.0456999999999965
5,23360.377500000002,-2.0302000000000007
6,23356.934999999998,-2.0148999999999972
7,23353.47,-1.9994999999999976
8,23350.050000000003,-1.9842999999999975
9,23346.63,-1.9690999999999974
10,23343.255,-1.9540999999999968
11,23339.8575,-1.939
12,23336.504999999997,-1.9240999999999957
13,23333.1525,-1.9091999999999985
14,23329.822500000002,-1.8943999999999974
15,23326.515,-1.8796999999999997
16,23323.23,-1.8650999999999982
17,23319.945,-1.8504999999999967
18,23316.682500000003,-1.8359999999999985
19,23313.42,-1.8215000000000003
20,23310.18,-1.8070999999999984
21,23306.9625,-1.7927999999999997
22,23303.7675,-1.7785999999999973
23,23300.572500000002,-1.7643999999999949
24,23297.4,-1.7502999999999957
25,23294.25,-1.7363
26,23291.1,-1.722299999999997
27,23287.9725,-1.7083999999999975
28,23284.845,-1.694499999999998
29,23281.7625,-1.6807999999999979
30,23278.6575,-1.6669999999999945
31,23275.5975,-1.6533999999999978
32,23272.5375,-1.639799999999994
33,23269.5,-1.6263000000000005
34,23266.4625,-1.6128
35,23263.447500000002,-1.5993999999999957
36,23260.455,-1.5860999999999947
37,23257.4625,-1.5727999999999938
38,23254.4925,-1.559599999999996
39,23251.5225,-1.5463999999999984
40,23248.575,-1.533299999999997
41,23245.65,-1.5202999999999989
42,23242.725,-1.5072999999999936
43,23239.822500000002,-1.4943999999999988
44,23236.92,-1.481499999999997
45,23234.04,-1.4686999999999983
46,23231.182500000003,-1.455999999999996
47,23228.324999999997,-1.4432999999999936
48,23225.489999999998,-1.4306999999999945
49,23222.655,-1.4180999999999955
50,23219.8425,-1.4055999999999997
51,23217.03,-1.393099999999997
52,23214.239999999998,-1.3806999999999974
53,23211.45,-1.3682999999999979
54,23208.6825,-1.3559999999999945
55,23205.9375,-1.3437999999999946
56,23203.192499999997,-1.3315999999999946
57,23200.447500000002,-1.3193999999999946
58,23197.725,-1.307299999999998
59,23195.025,-1.2952999999999975
60,23192.325,-1.283299999999997
61,23189.6475,-1.2713999999999999
62,23186.97,-1.2594999999999956
63,23184.315000000002,-1.2476999999999947
64,23181.66,-1.2358999999999938
65,23179.0275,-1.2241999999999962
66,23176.395,-1.2124999999999986
67,23173.785,-1.2008999999999972
68,23171.175,-1.1892999999999958
69,23168.5875,-1.1777999999999977
70,23166.0,-1.1662999999999997
71,23163.434999999998,-1.1548999999999978
72,23160.870000000003,-1.143499999999996
73,23158.3275,-1.1321999999999974
74,23155.785,-1.120899999999999
75,23153.2425,-1.1096000000000004
76,23150.745,-1.0984999999999943
77,23148.225,-1.087299999999999
78,23145.7275,-1.0762
79,23143.252500000002,-1.0651999999999973
80,23140.7775,-1.0541999999999945
81,23138.302499999998,-1.0431999999999988
82,23135.85,-1.0322999999999993
83,23133.3975,-1.0213999999999999
84,23130.9675,-1.0105999999999966
85,23128.5375,-0.9998000000000005
86,23126.13,-0.9891000000000005
87,23123.722500000003,-0.9784000000000006
88,23121.3375,-0.9677999999999969
89,23118.9525,-0.9572000000000003
90,23116.567499999997,-0.9465999999999966
91,23114.205,-0.9360999999999962
92,23111.8425,-0.9255999999999958
93,23109.502500000002,-0.9151999999999987
94,23107.1625,-0.9047999999999945
95,23104.822500000002,-0.8943999999999974
96,23102.504999999997,-0.8840999999999966
97,23100.21,-0.873899999999999
98,23097.8925,-0.8635999999999981
99,23095.620000000003,-0.8534999999999968
100,23093.325,-0.8432999999999993
101,23091.052499999998,-0.8331999999999979
102,23088.8025,-0.8231999999999999
103,23086.53,-0.8130999999999986
104,23084.302499999998,-0.8031999999999968
105,23082.052499999998,-0.7931999999999988
106,23079.825,-0.783299999999997
107,23077.620000000003,-0.7734999999999985
108,23075.3925,-0.7635999999999967
109,23073.21,-0.7538999999999945
110,23071.004999999997,-0.744099999999996
111,23068.822500000002,-0.7343999999999937
112,23066.64,-0.7246999999999986
113,23064.480000000003,-0.7150999999999996
114,23062.32,-0.7055000000000007
115,23060.16,-0.6958999999999946
116,23058.0225,-0.686399999999999
117,23055.885000000002,-0.6768999999999963
118,23053.77,-0.6674999999999969
119,23051.655,-0.6580999999999975
120,23049.54,-0.6486999999999981
121,23047.447500000002,-0.6393999999999949
122,23045.355000000003,-0.6300999999999988
123,23043.2625,-0.6207999999999956
124,23041.192499999997,-0.6115999999999957
125,23039.122499999998,-0.6023999999999958
126,23037.052499999998,-0.593199999999996
127,23035.005,-0.5840999999999994
128,23032.9575,-0.5749999999999957
129,23030.91,-0.5658999999999992
130,23028.885000000002,-0.5568999999999988
131,23026.86,-0.5478999999999985
132,23024.8575,-0.5389999999999944
133,23022.832499999997,-0.529999999999994
134,23020.8525,-0.5212000000000003
135,23018.85,-0.5122999999999962
136,23016.87,-0.5034999999999954
137,23014.89,-0.4946999999999946
138,23012.91,-0.4858999999999938
139,23010.9525,-0.4771999999999963
140,23008.995000000003,-0.4684999999999988
141,23007.059999999998,-0.45989999999999753
142,23005.1025,-0.45120000000000005
143,23003.167500000003,-0.44259999999999877
144,23001.254999999997,-0.4340999999999937
145,22999.32,-0.42549999999999955
146,22997.4075,-0.4169999999999945
147,22995.5175,-0.40859999999999985
148,22993.605,-0.4000999999999948
149,22991.715,-0.39170000000000016
150,22989.825,-0.3832999999999984
151,22987.9575,-0.375
152,22986.09,-0.3666999999999945
153,22984.2225,-0.35839999999999606
154,22982.355,-0.35009999999999764
155,22980.510000000002,-0.34189999999999543
156,22978.665,-0.33370000000000033
157,22976.82,-0.3254999999999981
158,22974.9975,-0.31739999999999924
159,22973.175000000003,-0.30930000000000035
160,22971.3525,-0.30119999999999436
161,22969.53,-0.2930999999999955
162,22967.730000000003,-0.2850999999999999
163,22965.93,-0.27709999999999724
164,22964.129999999997,-0.26909999999999457
165,22962.3525,-0.2611999999999952
166,22960.575,-0.25329999999999586
167,22958.7975,-0.2453999999999965
168,22957.042500000003,-0.23760000000000048
169,22955.265,-0.22969999999999402
170,22953.510000000002,-0.221899999999998
171,22951.7775,-0.21419999999999817
172,22950.0225,-0.20639999999999503
173,22948.29,-0.1986999999999952
174,22946.5575,-0.1909999999999954
175,22944.825,-0.18329999999999558
176,22943.114999999998,-0.17569999999999908
177,22941.405,-0.16809999999999548
178,22939.695,-0.16049999999999898
179,22937.985,-0.15289999999999537
180,22936.2975,-0.1453999999999951
181,22934.61,-0.1378999999999948
182,22932.9225,-0.13039999999999452
183,22931.2575,-0.12299999999999756
184,22929.57,-0.11549999999999727
185,22927.905,-0.10810000000000031
186,22926.239999999998,-0.10069999999999624
187,22924.5975,-0.09339999999999549
188,22922.932500000003,-0.08599999999999852
189,22921.29,-0.07869999999999777
190,22919.67,-0.07150000000000034
191,22918.0275,-0.06419999999999959
192,22916.4075,-0.056999999999995055
193,22914.7875,-0.049799999999997624
194,22913.167500000003,-0.04260000000000019
195,22911.5475,-0.03539999999999566
196,22909.949999999997,-0.02829999999999444
197,22908.3525,-0.02120000000000033
198,22906.755,-0.014099999999999113
199,22905.1575,-0.006999999999997897
200,22903.5825,0
201,22902.0075,0.0
202,22900.432500000003,0.0
203,22898.8575,0.0
204,22897.305,0.0
205,22895.730000000003,0.0
206,22894.177499999998,0.0
207,22892.6475,0.0
208,22891.095,0.0
209,22889.565000000002,0.0
210,22888.035,0.0
211,22886.504999999997,0.0
212,22884.975,0.0
213,22883.4675,0.0
214,22881.9375,0.0
215,22880.43,0.0
216,22878.945,0.0
217,22877.4375,0.0
218,22875.9525,0.0
219,22874.4675,0.0
220,22872.9825,0.0
221,22871.4975,0.0
222,22870.035,0.0
223,22868.55,0.0
224,22867.0875,0.0
225,22865.625,0.0
226,22864.185,0.0
227,22862.7225,0.0
228,22861.2825,0.0
229,22859.8425,0.0
230,22858.4025,0.0
231,22856.9625,0.0
232,22855.545,0.0
233,22854.127500000002,0.0
234,22852.71,0.0
235,22851.2925,0.0
236,22849.875,0.0
237,22848.480000000003,0.0
238,22847.0625,0.0
239,22845.6675,0.0
240,22844.295,0.0
241,22842.9,0.0
242,22841.505,0.0
243,22840.1325,0.0
244,22838.760000000002,0.0
245,22837.3875,0.0
246,22836.015,0.0
247,22834.665,0.0
248,22833.2925,0.0
249,22831.942499999997,0.0
250,22830.5925,0.0
251,22829.265,0.0
252,22827.915,0.0
253,22826.5875,0.0
254,22825.2375,0.0
255,22823.91,0.0
256,22822.5825,0.0
