case,origin,dest,demand,y,flow
    0, 1,  4,100.0000, 39.0556,100.0000
    0, 2,  4, 75.0000, 48.7393, 48.1956
    1, 1,  4,100.0000, 39.0556,100.0000
    1, 2,  4, 75.0000, 48.7266, 49.5849
    2, 1,  4,100.0000, 39.0556,100.0000
    2, 2,  4, 75.0000, 48.7140, 50.9616
    3, 1,  4,100.0000, 39.0556,100.0000
    3, 2,  4, 75.0000, 48.7015, 52.3257
    4, 1,  4,100.0000, 39.0556,100.0000
    4, 2,  4, 75.0000, 48.6890, 53.6775
    5, 1,  4,100.0000, 39.0556,100.0000
    5, 2,  4, 75.0000, 48.6766, 55.0169
    6, 1,  4,100.0000, 39.0556,100.0000
    6, 2,  4, 75.0000, 48.6643, 56.3443
    7, 1,  4,100.0000, 39.0556,100.0000
    7, 2,  4, 75.0000, 48.6520, 57.6597
    8, 1,  4,100.0000, 39.0556,100.0000
    8, 2,  4, 75.0000, 48.6398, 58.9632
    9, 1,  4,100.0000, 39.0556,100.0000
    9, 2,  4, 75.0000, 48.6276, 60.2551
   10, 1,  4,100.0000, 39.0556,100.0000
   10, 2,  4, 75.0000, 48.6155, 61.5353
   11, 1,  4,100.0000, 39.0556,100.0000
   11, 2,  4, 75.0000, 48.6035, 62.8041
   12, 1,  4,100.0000, 39.0556,100.0000
   12, 2,  4, 75.0000, 48.5915, 64.0615
   13, 1,  4,100.0000, 39.0556,100.0000
   13, 2,  4, 75.0000, 48.5795, 65.3077
   14, 1,  4,100.0000, 39.0556,100.0000
   14, 2,  4, 75.0000, 48.5677, 66.5429
   15, 1,  4,100.0000, 39.0556,100.0000
   15, 2,  4, 75.0000, 48.5559, 67.7671
   16, 1,  4,100.0000, 39.0556,100.0000
   16, 2,  4, 75.0000, 48.5441, 68.9805
   17, 1,  4,100.0000, 39.0556,100.0000
   17, 2,  4, 75.0000, 48.5324, 70.1063
   18, 1,  4,100.0000, 39.0556,100.0000
   18, 2,  4, 75.0000, 48.5207, 71.2975
   19, 1,  4,100.0000, 39.0556,100.0000
   19, 2,  4, 75.0000, 48.5092, 72.4783
   20, 1,  4,100.0000, 39.0556,100.0000
   20, 2,  4, 75.0000, 48.4976, 73.6488
   21, 1,  4,100.0000, 39.0556,100.0000
   21, 2,  4, 75.0000, 48.4861, 74.8091
   22, 1,  4,100.0000, 39.0556,100.0000
   22, 2,  4, 75.0000, 48.4747, 75.0000
   23, 1,  4,100.0000, 39.0556,100.0000
   23, 2,  4, 75.0000, 48.4633, 75.0000
   24, 1,  4,100.0000, 39.0556,100.0000
   24, 2,  4, 75.0000, 48.4520, 75.0000
   25, 1,  4,100.0000, 39.0556,100.0000
   25, 2,  4, 75.0000, 48.4408, 75.0000
   26, 1,  4,100.0000, 39.0556,100.0000
   26, 2,  4, 75.0000, 48.4295, 75.0000
   27, 1,  4,100.0000, 39.0556,100.0000
   27, 2,  4, 75.0000, 48.4184, 75.0000
   28, 1,  4,100.0000, 39.0556,100.0000
   28, 2,  4, 75.0000, 48.4073, 75.0000
   29, 1,  4,100.0000, 39.0556,100.0000
   29, 2,  4, 75.0000, 48.3962, 75.0000
   30, 1,  4,100.0000, 39.0556,100.0000
   30, 2,  4, 75.0000, 48.3852, 75.0000
   31, 1,  4,100.0000, 39.0556,100.0000
   31, 2,  4, 75.0000, 48.3743, 75.0000
   32, 1,  4,100.0000, 39.0556,100.0000
