case,i,anode,dest,x,y,ndest,maxdif
    0,    2,    1,    1,100.00, 59.67, 38.50, 21.17
    0,    5,    2,    1, 75.00, 49.15, 48.74,  0.41
    0,    5,    2,    1, 71.83, 49.12, 48.74,  0.38
    0,    5,    2,    1, 69.01, 49.10, 48.74,  0.36
    0,    5,    2,    1, 60.57, 49.03, 48.74,  0.29
    0,    5,    2,    1, 58.33, 49.01, 48.74,  0.27
    0,    5,    2,    1, 56.33, 48.99, 48.74,  0.26
    0,    5,    2,    1, 50.36, 48.94, 48.74,  0.21
    0,    5,    2,    1, 48.78, 48.93, 48.74,  0.19
    0,    5,    2,    1, 47.36, 48.92, 48.74,  0.18
    0,    5,    2,    1, 43.14, 48.88, 48.74,  0.15
    0,    5,    2,    1, 42.02, 48.88, 48.74,  0.14
    0,    5,    2,    1, 41.02, 48.87, 48.74,  0.13
    0,    5,    2,    1, 38.04, 48.84, 48.74,  0.10
    0,    5,    2,    1, 37.25, 48.84, 48.74,  0.10
    0,    5,    2,    1, 36.54, 48.83, 48.74,  0.09
    0,    5,    2,    1, 34.43, 48.81, 48.74,  0.07
    0,    5,    2,    1, 33.87, 48.81, 48.74,  0.07
    0,    5,    2,    1, 33.37, 48.80, 48.74,  0.06
    0,    5,    2,    1, 31.88, 48.79, 48.74,  0.05
    0,    5,    2,    1, 31.48, 48.79, 48.74,  0.05
    0,    5,    2,    1, 31.13, 48.78, 48.74,  0.05
    0,    5,    2,    1, 30.07, 48.78, 48.74,  0.04
    0,    5,    2,    1, 29.79, 48.77, 48.74,  0.03
    0,    5,    2,    1, 29.54, 48.77, 48.74,  0.03
    0,    5,    2,    1, 28.80, 48.76, 48.74,  0.03
    0,    5,    2,    1, 28.60, 48.76, 48.74,  0.02
    0,    5,    2,    1, 28.42, 48.76, 48.74,  0.02
    0,    5,    2,    1, 27.89, 48.76, 48.74,  0.02
    0,    5,    2,    1, 27.75, 48.76, 48.74,  0.02
    0,    5,    2,    1, 27.63, 48.76, 48.74,  0.02
    0,    5,    2,    1, 27.26, 48.75, 48.74,  0.01
    0,    5,    2,    1, 27.16, 48.75, 48.74,  0.01
    0,    5,    2,    1, 27.07, 48.75, 48.74,  0.01
    0,    5,    2,    1, 26.80, 48.75, 48.74,  0.01
    1,    2,    1,    1,100.00, 59.51, 38.50, 21.01
    1,    5,    2,    1, 75.00, 49.15, 48.73,  0.42
    1,    5,    2,    1, 71.72, 49.12, 48.73,  0.40
    1,    5,    2,    1, 68.80, 49.10, 48.73,  0.37
    1,    5,    2,    1, 60.08, 49.03, 48.73,  0.30
    1,    5,    2,    1, 57.76, 49.01, 48.73,  0.28
    1,    5,    2,    1, 55.70, 48.99, 48.73,  0.26
    1,    5,    2,    1, 49.55, 48.94, 48.73,  0.21
    1,    5,    2,    1, 47.92, 48.92, 48.73,  0.20
    1,    5,    2,    1, 46.46, 48.91, 48.73,  0.18
    1,    5,    2,    1, 42.12, 48.88, 48.73,  0.15
    1,    5,    2,    1, 40.97, 48.87, 48.73,  0.14
    1,    5,    2,    1, 39.94, 48.86, 48.73,  0.13
    1,    5,    2,    1, 36.88, 48.83, 48.73,  0.10
    1,    5,    2,    1, 36.07, 48.82, 48.73,  0.10
    1,    5,    2,    1, 35.34, 48.82, 48.73,  0.09
    1,    5,    2,    1, 33.18, 48.80, 48.73,  0.07
    1,    5,    2,    1, 32.61, 48.80, 48.73,  0.07
    1,    5,    2,    1, 32.10, 48.79, 48.73,  0.06
    1,    5,    2,    1, 30.57, 48.78, 48.73,  0.05
    1,    5,    2,    1, 30.17, 48.78, 48.73,  0.05
    1,    5,    2,    1, 29.81, 48.77, 48.73,  0.05
    1,    5,    2,    1, 28.73, 48.76, 48.73,  0.04
    1,    5,    2,    1, 28.45, 48.76, 48.73,  0.03
    1,    5,    2,    1, 28.19, 48.76, 48.73,  0.03
    1,    5,    2,    1, 27.43, 48.75, 48.73,  0.03
    1,    5,    2,    1, 27.23, 48.75, 48.73,  0.02
    1,    5,    2,    1, 27.05, 48.75, 48.73,  0.02
    1,    5,    2,    1, 26.52, 48.74, 48.73,  0.02
    1,    5,    2,    1, 26.38, 48.74, 48.73,  0.02
    1,    5,    2,    1, 26.25, 48.74, 48.73,  0.02
    1,    5,    2,    1, 25.87, 48.74, 48.73,  0.01
    1,    5,    2,    1, 25.77, 48.74, 48.73,  0.01
    1,    5,    2,    1, 25.68, 48.74, 48.73,  0.01
    1,    5,    2,    1, 25.42, 48.74, 48.73,  0.01
    2,    2,    1,    1,100.00, 59.36, 38.50, 20.86
    2,    5,    2,    1, 75.00, 49.15, 48.71,  0.44
    2,    5,    2,    1, 71.61, 49.12, 48.71,  0.41
    2,    5,    2,    1, 68.59, 49.10, 48.71,  0.38
    2,    5,    2,    1, 59.59, 49.02, 48.71,  0.31
    2,    5,    2,    1, 57.20, 49.00, 48.71,  0.29
    2,    5,    2,    1, 55.08, 48.98, 48.71,  0.27
    2,    5,    2,    1, 48.74, 48.93, 48.71,  0.22
    2,    5,    2,    1, 47.06, 48.92, 48.71,  0.20
    2,    5,    2,    1, 45.56, 48.90, 48.71,  0.19
    2,    5,    2,    1, 41.10, 48.87, 48.71,  0.15
    2,    5,    2,    1, 39.92, 48.86, 48.71,  0.14
    2,    5,    2,    1, 38.87, 48.85, 48.71,  0.13
    2,    5,    2,    1, 35.73, 48.82, 48.71,  0.11
    2,    5,    2,    1, 34.89, 48.81, 48.71,  0.10
    2,    5,    2,    1, 34.15, 48.81, 48.71,  0.09
    2,    5,    2,    1, 31.94, 48.79, 48.71,  0.08
    2,    5,    2,    1, 31.36, 48.78, 48.71,  0.07
    2,    5,    2,    1, 30.83, 48.78, 48.71,  0.07
    2,    5,    2,    1, 29.28, 48.77, 48.71,  0.05
    2,    5,    2,    1, 28.87, 48.76, 48.71,  0.05
    2,    5,    2,    1, 28.50, 48.76, 48.71,  0.05
    2,    5,    2,    1, 27.40, 48.75, 48.71,  0.04
    2,    5,    2,    1, 27.11, 48.75, 48.71,  0.03
    2,    5,    2,    1, 26.85, 48.75, 48.71,  0.03
    2,    5,    2,    1, 26.08, 48.74, 48.71,  0.03
    2,    5,    2,    1, 25.88, 48.74, 48.71,  0.02
    2,    5,    2,    1, 25.70, 48.74, 48.71,  0.02
    2,    5,    2,    1, 25.15, 48.73, 48.71,  0.02
    2,    5,    2,    1, 25.01, 48.73, 48.71,  0.02
    2,    5,    2,    1, 24.88, 48.73, 48.71,  0.02
    2,    5,    2,    1, 24.50, 48.73, 48.71,  0.01
    2,    5,    2,    1, 24.40, 48.73, 48.71,  0.01
    2,    5,    2,    1, 24.31, 48.73, 48.71,  0.01
    2,    5,    2,    1, 24.04, 48.72, 48.71,  0.01
    3,    2,    1,    1,100.00, 59.20, 38.50, 20.70
    3,    5,    2,    1, 75.00, 49.15, 48.70,  0.45
    3,    5,    2,    1, 71.50, 49.12, 48.70,  0.42
    3,    5,    2,    1, 68.39, 49.09, 48.70,  0.39
    3,    5,    2,    1, 59.10, 49.02, 48.70,  0.31
    3,    5,    2,    1, 56.64, 49.00, 48.70,  0.29
    3,    5,    2,    1, 54.45, 48.98, 48.70,  0.28
    3,    5,    2,    1, 47.93, 48.92, 48.70,  0.22
    3,    5,    2,    1, 46.20, 48.91, 48.70,  0.21
    3,    5,    2,    1, 44.67, 48.90, 48.70,  0.19
    3,    5,    2,    1, 40.09, 48.86, 48.70,  0.16
    3,    5,    2,    1, 38.87, 48.85, 48.70,  0.15
    3,    5,    2,    1, 37.80, 48.84, 48.70,  0.14
    3,    5,    2,    1, 34.58, 48.81, 48.70,  0.11
    3,    5,    2,    1, 33.73, 48.80, 48.70,  0.10
    3,    5,    2,    1, 32.97, 48.80, 48.70,  0.10
    3,    5,    2,    1, 30.71, 48.78, 48.70,  0.08
    3,    5,    2,    1, 30.11, 48.77, 48.70,  0.07
    3,    5,    2,    1, 29.58, 48.77, 48.70,  0.07
    3,    5,    2,    1, 27.99, 48.76, 48.70,  0.05
    3,    5,    2,    1, 27.57, 48.75, 48.70,  0.05
    3,    5,    2,    1, 27.20, 48.75, 48.70,  0.05
    3,    5,    2,    1, 26.08, 48.74, 48.70,  0.04
    3,    5,    2,    1, 25.79, 48.74, 48.70,  0.04
    3,    5,    2,    1, 25.52, 48.73, 48.70,  0.03
    3,    5,    2,    1, 24.74, 48.73, 48.70,  0.03
    3,    5,    2,    1, 24.53, 48.73, 48.70,  0.02
    3,    5,    2,    1, 24.35, 48.72, 48.70,  0.02
    3,    5,    2,    1, 23.80, 48.72, 48.70,  0.02
    3,    5,    2,    1, 23.65, 48.72, 48.70,  0.02
    3,    5,    2,    1, 23.52, 48.72, 48.70,  0.02
    3,    5,    2,    1, 23.14, 48.71, 48.70,  0.01
    3,    5,    2,    1, 23.04, 48.71, 48.70,  0.01
    3,    5,    2,    1, 22.95, 48.71, 48.70,  0.01
    3,    5,    2,    1, 22.67, 48.71, 48.70,  0.01
    4,    2,    1,    1,100.00, 59.05, 38.50, 20.55
    4,    5,    2,    1, 75.00, 49.15, 48.69,  0.46
    4,    5,    2,    1, 71.39, 49.12, 48.69,  0.43
    4,    5,    2,    1, 68.18, 49.09, 48.69,  0.40
    4,    5,    2,    1, 58.61, 49.01, 48.69,  0.32
    4,    5,    2,    1, 56.08, 48.99, 48.69,  0.30
    4,    5,    2,    1, 53.83, 48.97, 48.69,  0.28
    4,    5,    2,    1, 47.12, 48.92, 48.69,  0.23
    4,    5,    2,    1, 45.35, 48.90, 48.69,  0.21
    4,    5,    2,    1, 43.77, 48.89, 48.69,  0.20
    4,    5,    2,    1, 39.07, 48.85, 48.69,  0.16
    4,    5,    2,    1, 37.83, 48.84, 48.69,  0.15
    4,    5,    2,    1, 36.73, 48.83, 48.69,  0.14
    4,    5,    2,    1, 33.43, 48.80, 48.69,  0.11
    4,    5,    2,    1, 32.56, 48.79, 48.69,  0.10
    4,    5,    2,    1, 31.79, 48.79, 48.69,  0.10
    4,    5,    2,    1, 29.48, 48.77, 48.69,  0.08
    4,    5,    2,    1, 28.87, 48.76, 48.69,  0.07
    4,    5,    2,    1, 28.33, 48.76, 48.69,  0.07
