id,tc,fair
0,15038.08,0
1,14454.259999999998,-5.279899999999998
2,13635.7,-1.187100000000001
3,13306.88,0.45700000000000074
4,12897.595000000001,-4.768799999999999
5,12268.195,-1.6218000000000004
6,11963.315,-0.09740000000000038
7,12528.98,-4.4876000000000005
8,11879.880000000001,-1.9459000000000017
9,11870.474999999999,-2.606200000000001
10,13034.259999999998,1.8201000000000036
11,12215.68,5.913000000000004
12,11886.86,7.557099999999998
13,11477.595,2.3312000000000026
14,10848.175,5.478299999999997
15,11108.98,2.612400000000001
16,12598.32,3.9998000000000005
17,11779.74,8.0927
18,11041.654999999999,4.5108999999999995
19,14021.46,-3.1158999999999963
20,13635.7,-1.187100000000001
21,13306.88,0.45700000000000074
22,12542.115000000002,-2.9913999999999987
23,12268.195,-1.6218000000000004
24,12092.91,-2.7154000000000025
25,13034.259999999998,1.8201000000000036
26,12215.68,5.913000000000004
27,11477.595,2.3312000000000026
28,12598.32,3.9998000000000005
29,13142.34,1.2796999999999983
30,13142.34,1.2796999999999983
31,11687.895,1.2796999999999983
32,12950.66,2.238100000000003
33,12607.4,3.9543999999999997
