  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
  0,  0.0000, 30.0495
  0,  0.0000, 36.5089
  0,175.0000, 26.2660
  0,325.0000, 18.1150
  0,  0.0000, 19.5411
  0,325.0000, 10.8079
