case,origin,dest,demand,y,flow
  139, 1,  4,200.0000, 35.9693,200.0000
  139, 2,  4,150.0000, 26.8603,150.0000
  140, 1,  4,200.0000, 35.9693,200.0000
  140, 2,  4,150.0000, 26.8603,150.0000
  141, 1,  4,200.0000, 35.9693,200.0000
  141, 2,  4,150.0000, 23.8735,150.0000
  142, 1,  4,200.0000, 35.9693,200.0000
  142, 2,  4,150.0000, 23.8735,150.0000
  143, 1,  4,200.0000, 35.9693,200.0000
  143, 2,  4,150.0000, 23.8735,150.0000
  144, 1,  4,200.0000, 35.9693,200.0000
  144, 2,  4,150.0000, 22.3801,150.0000
  145, 1,  4,200.0000, 35.9693,200.0000
  145, 2,  4,150.0000, 22.3801,150.0000
  146, 1,  4,200.0000, 35.9693,200.0000
  146, 2,  4,150.0000, 22.3801,150.0000
  147, 1,  4,200.0000, 35.9693,200.0000
  147, 2,  4,150.0000, 21.4841,150.0000
  148, 1,  4,200.0000, 35.9693,200.0000
  148, 2,  4,150.0000, 21.4841,150.0000
  149, 1,  4,200.0000, 35.9693,200.0000
  149, 2,  4,150.0000, 21.4841,150.0000
  150, 1,  4,200.0000, 35.9693,200.0000
  150, 2,  4,150.0000, 35.8206,150.0000
  151, 1,  4,200.0000, 34.2770,200.0000
  151, 2,  4,150.0000, 35.8206,150.0000
  152, 1,  4,200.0000, 32.6542,200.0000
  152, 2,  4,150.0000, 35.8206,150.0000
  153, 1,  4,200.0000, 35.9693,200.0000
  153, 2,  4,150.0000, 26.8603,150.0000
  154, 1,  4,200.0000, 34.7325,200.0000
  154, 2,  4,150.0000, 26.8603,150.0000
  155, 1,  4,200.0000, 33.2010,200.0000
  155, 2,  4,150.0000, 26.8603,150.0000
  156, 1,  4,200.0000, 35.9693,200.0000
  156, 2,  4,150.0000, 23.8735,150.0000
  157, 1,  4,200.0000, 35.0569,200.0000
  157, 2,  4,150.0000, 23.8735,150.0000
  158, 1,  4,200.0000, 33.6253,200.0000
  158, 2,  4,150.0000, 23.8735,150.0000
  159, 1,  4,200.0000, 35.3906,157.4814
  159, 2,  4,150.0000, 22.7420,307.4814
  160, 1,  4,200.0000, 35.2653, 55.6978
  160, 2,  4,150.0000, 22.5081,205.6978
  161, 1,  4,200.0000, 33.9640,200.0000
  161, 2,  4,150.0000, 22.3801,150.0000
  162, 1,  4,200.0000, 34.6382,200.0000
  162, 2,  4,150.0000, 21.8517,350.0000
  163, 1,  4,200.0000, 34.6382,200.0000
  163, 2,  4,150.0000, 21.8517,350.0000
  164, 1,  4,200.0000, 35.5057,126.4318
  164, 2,  4,150.0000, 35.8206,150.0000
  165, 1,  4,200.0000, 32.1149,200.0000
  165, 2,  4,150.0000, 35.8206,150.0000
  166, 1,  4,200.0000, 30.4920,200.0000
  166, 2,  4,150.0000, 35.8206,150.0000
  167, 1,  4,200.0000, 35.4102,152.3450
  167, 2,  4,150.0000, 26.8603,150.0000
  168, 1,  4,200.0000, 32.5704,200.0000
  168, 2,  4,150.0000, 26.8603,150.0000
  169, 1,  4,200.0000, 31.0389,200.0000
  169, 2,  4,150.0000, 26.8603,150.0000
  170, 1,  4,200.0000, 35.1105,200.0000
  170, 2,  4,150.0000, 24.4862,350.0000
  171, 1,  4,200.0000, 32.8948,200.0000
  171, 2,  4,150.0000, 23.8735,150.0000
  172, 1,  4,200.0000, 31.4631,200.0000
  172, 2,  4,150.0000, 23.8735,150.0000
  173, 1,  4,200.0000, 33.4640,200.0000
  173, 2,  4,150.0000, 22.8397,350.0000
  174, 1,  4,200.0000, 33.1464, 61.7530
  174, 2,  4,150.0000, 22.5220,211.7530
  175, 1,  4,200.0000, 32.4760,200.0000
  175, 2,  4,150.0000, 21.8517,350.0000
  176, 1,  4,200.0000, 34.4754,200.0000
  176, 2,  4,150.0000, 35.8206,150.0000
  177, 1,  4,200.0000, 34.4754,200.0000
  177, 2,  4,150.0000, 35.8206,150.0000
  178, 1,  4,200.0000, 34.4754,200.0000
  178, 2,  4,150.0000, 35.8206,150.0000
  179, 1,  4,200.0000, 34.4754,200.0000
  179, 2,  4,150.0000, 26.8603,150.0000
  180, 1,  4,200.0000, 34.4754,200.0000
  180, 2,  4,150.0000, 26.8603,150.0000
  181, 1,  4,200.0000, 34.4754,200.0000
  181, 2,  4,150.0000, 26.8603,150.0000
  182, 1,  4,200.0000, 34.4754,200.0000
  182, 2,  4,150.0000, 23.8735,150.0000
  183, 1,  4,200.0000, 34.4754,200.0000
  183, 2,  4,150.0000, 23.8735,150.0000
  184, 1,  4,200.0000, 34.4754,200.0000
  184, 2,  4,150.0000, 23.8735,150.0000
  185, 1,  4,200.0000, 34.4754,200.0000
  185, 2,  4,150.0000, 22.3801,150.0000
  186, 1,  4,200.0000, 34.4754,200.0000
  186, 2,  4,150.0000, 22.3801,150.0000
  187, 1,  4,200.0000, 34.4754,200.0000
  187, 2,  4,150.0000, 22.3801,150.0000
  188, 1,  4,200.0000, 34.4754,200.0000
  188, 2,  4,150.0000, 21.4841,150.0000
  189, 1,  4,200.0000, 34.4754,200.0000
  189, 2,  4,150.0000, 21.4841,150.0000
  190, 1,  4,200.0000, 34.4754,200.0000
  190, 2,  4,150.0000, 35.8206,150.0000
  191, 1,  4,200.0000, 34.0309,151.7354
  191, 2,  4,150.0000, 35.8206,150.0000
  192, 1,  4,200.0000, 32.6542,200.0000
  192, 2,  4,150.0000, 35.8206,150.0000
  193, 1,  4,200.0000, 34.4754,200.0000
  193, 2,  4,150.0000, 26.8603,150.0000
  194, 1,  4,200.0000, 34.2116, 91.2008
  194, 2,  4,150.0000, 26.8603,150.0000
  195, 1,  4,200.0000, 33.2010,200.0000
  195, 2,  4,150.0000, 26.8603,150.0000
  196, 1,  4,200.0000, 34.4754,200.0000
  196, 2,  4,150.0000, 23.8735,150.0000
  197, 1,  4,200.0000, 34.3496, 45.0870
  197, 2,  4,150.0000, 23.8735,150.0000
  198, 1,  4,200.0000, 33.6253,200.0000
  198, 2,  4,150.0000, 23.8735,150.0000
  199, 1,  4,200.0000, 34.4754,200.0000
  199, 2,  4,150.0000, 22.3801,150.0000
  200, 1,  4,200.0000, 34.4583,  8.7504
  200, 2,  4,150.0000, 22.3801,150.0000
  201, 1,  4,200.0000, 34.1655,106.9626
  201, 2,  4,150.0000, 21.6807,256.9626
  202, 1,  4,200.0000, 34.4754,200.0000
  202, 2,  4,150.0000, 35.8206,150.0000
  203, 1,  4,200.0000, 32.1149,200.0000
  203, 2,  4,150.0000, 35.8206,150.0000
  204, 1,  4,200.0000, 30.4920,200.0000
  204, 2,  4,150.0000, 35.8206,150.0000
  205, 1,  4,200.0000, 34.4754,200.0000
  205, 2,  4,150.0000, 26.8603,150.0000
  206, 1,  4,200.0000, 32.5704,200.0000
  206, 2,  4,150.0000, 26.8603,150.0000
  207, 1,  4,200.0000, 31.0389,200.0000
  207, 2,  4,150.0000, 26.8603,150.0000
  208, 1,  4,200.0000, 34.3323, 51.0639
  208, 2,  4,150.0000, 24.0300,201.0639
  209, 1,  4,200.0000, 32.8948,200.0000
  209, 2,  4,150.0000, 23.8735,150.0000
  210, 1,  4,200.0000, 33.4640,200.0000
  210, 2,  4,150.0000, 22.8397,350.0000
  211, 1,  4,200.0000, 33.4795,200.0000
  211, 2,  4,150.0000, 35.8206,150.0000
  212, 1,  4,200.0000, 33.4795,200.0000
  212, 2,  4,150.0000, 35.8206,150.0000
  213, 1,  4,200.0000, 33.4795,200.0000
  213, 2,  4,150.0000, 35.8206,150.0000
  214, 1,  4,200.0000, 33.4795,200.0000
  214, 2,  4,150.0000, 26.8603,150.0000
  215, 1,  4,200.0000, 33.4795,200.0000
  215, 2,  4,150.0000, 26.8603,150.0000
  216, 1,  4,200.0000, 33.4795,200.0000
  216, 2,  4,150.0000, 26.8603,150.0000
  217, 1,  4,200.0000, 33.4795,200.0000
  217, 2,  4,150.0000, 23.8735,150.0000
  218, 1,  4,200.0000, 33.4795,200.0000
  218, 2,  4,150.0000, 23.8735,150.0000
  219, 1,  4,200.0000, 33.4795,200.0000
  219, 2,  4,150.0000, 23.8735,150.0000
  220, 1,  4,200.0000, 33.4795,200.0000
  220, 2,  4,150.0000, 22.3801,150.0000
  221, 1,  4,200.0000, 33.4795,200.0000
  221, 2,  4,150.0000, 22.3801,150.0000
  222, 1,  4,200.0000, 33.4795,200.0000
  222, 2,  4,150.0000, 21.4841,150.0000
  223, 1,  4,200.0000, 33.4795,200.0000
  223, 2,  4,150.0000, 35.8206,150.0000
  224, 1,  4,200.0000, 33.4126, 30.5190
  224, 2,  4,150.0000, 35.8206,150.0000
  225, 1,  4,200.0000, 32.6542,200.0000
  225, 2,  4,150.0000, 35.8206,150.0000
  226, 1,  4,200.0000, 33.4795,200.0000
  226, 2,  4,150.0000, 26.8603,150.0000
  227, 1,  4,200.0000, 33.4795,200.0000
  227, 2,  4,150.0000, 26.8603,150.0000
  228, 1,  4,200.0000, 33.0664,169.4252
  228, 2,  4,150.0000, 26.8603,150.0000
  229, 1,  4,200.0000, 33.4795,200.0000
  229, 2,  4,150.0000, 23.8735,150.0000
  230, 1,  4,200.0000, 33.4795,200.0000
  230, 2,  4,150.0000, 23.8735,150.0000
  231, 1,  4,200.0000, 33.4795,200.0000
  231, 2,  4,150.0000, 22.3801,150.0000
  232, 1,  4,200.0000, 33.4795,200.0000
  232, 2,  4,150.0000, 35.8206,150.0000
  233, 1,  4,200.0000, 32.1149,200.0000
  233, 2,  4,150.0000, 35.8206,150.0000
  234, 1,  4,200.0000, 30.4920,200.0000
  234, 2,  4,150.0000, 35.8206,150.0000
  235, 1,  4,200.0000, 33.4795,200.0000
  235, 2,  4,150.0000, 26.8603,150.0000
  236, 1,  4,200.0000, 32.5704,200.0000
  236, 2,  4,150.0000, 26.8603,150.0000
  237, 1,  4,200.0000, 33.4795,200.0000
  237, 2,  4,150.0000, 23.8735,150.0000
  238, 1,  4,200.0000, 32.7681,200.0000
  238, 2,  4,150.0000, 35.8206,150.0000
  239, 1,  4,200.0000, 32.7681,200.0000
  239, 2,  4,150.0000, 35.8206,150.0000
  240, 1,  4,200.0000, 32.7681,200.0000
  240, 2,  4,150.0000, 35.8206,150.0000
  241, 1,  4,200.0000, 32.7681,200.0000
  241, 2,  4,150.0000, 26.8603,150.0000
  242, 1,  4,200.0000, 32.7681,200.0000
  242, 2,  4,150.0000, 26.8603,150.0000
  243, 1,  4,200.0000, 32.7681,200.0000
  243, 2,  4,150.0000, 26.8603,150.0000
  244, 1,  4,200.0000, 32.7681,200.0000
  244, 2,  4,150.0000, 23.8735,150.0000
  245, 1,  4,200.0000, 32.7681,200.0000
  245, 2,  4,150.0000, 23.8735,150.0000
  246, 1,  4,200.0000, 32.7681,200.0000
  246, 2,  4,150.0000, 22.3801,150.0000
  247, 1,  4,200.0000, 32.7681,200.0000
  247, 2,  4,150.0000, 35.8206,150.0000
  248, 1,  4,200.0000, 32.7681,200.0000
  248, 2,  4,150.0000, 35.8206,150.0000
  249, 1,  4,200.0000, 32.4473,154.7452
  249, 2,  4,150.0000, 35.8206,150.0000
  250, 1,  4,200.0000, 32.7681,200.0000
  250, 2,  4,150.0000, 26.8603,150.0000
  251, 1,  4,200.0000, 32.7681,200.0000
  251, 2,  4,150.0000, 26.8603,150.0000
  252, 1,  4,200.0000, 32.7681,200.0000
  252, 2,  4,150.0000, 23.8735,150.0000
  253, 1,  4,200.0000, 32.7681,200.0000
  253, 2,  4,150.0000, 35.8206,150.0000
  254, 1,  4,200.0000, 32.1149,200.0000
  254, 2,  4,150.0000, 35.8206,150.0000
  255, 1,  4,200.0000, 32.7681,200.0000
  255, 2,  4,150.0000, 26.8603,150.0000
