method,case,dest,node,fout,lout,label
dp   ,  157, 1,  2,  4,  5, 23.87
dp   ,  157, 1,  3,  6,  6, 15.97
dp   ,  158, 1,  1,  1,  3, 33.63
dp   ,  158, 1,  2,  4,  5, 23.87
dp   ,  158, 1,  3,  6,  6, 14.54
dp   ,  159, 1,  1,  1,  3, 35.38
dp   ,  159, 1,  2,  4,  5, 22.74
dp   ,  160, 1,  1,  1,  3, 35.26
dp   ,  160, 1,  2,  4,  5, 22.51
dp   ,  160, 1,  3,  6,  6, 16.20
dp   ,  161, 1,  1,  1,  3, 33.96
dp   ,  161, 1,  2,  4,  5, 22.38
dp   ,  161, 1,  3,  6,  6, 14.88
dp   ,  162, 1,  1,  1,  3, 34.64
dp   ,  162, 1,  2,  4,  5, 21.85
dp   ,  163, 1,  1,  1,  3, 34.64
dp   ,  163, 1,  2,  4,  5, 21.85
dp   ,  164, 1,  1,  1,  3, 35.50
dp   ,  164, 1,  2,  4,  5, 35.82
dp   ,  164, 1,  3,  6,  6, 18.74
dp   ,  165, 1,  1,  1,  3, 32.11
dp   ,  165, 1,  2,  4,  5, 35.82
dp   ,  165, 1,  3,  6,  6, 15.19
dp   ,  166, 1,  1,  1,  3, 30.49
dp   ,  166, 1,  2,  4,  5, 35.82
dp   ,  166, 1,  3,  6,  6, 13.57
dp   ,  167, 1,  1,  1,  3, 35.40
dp   ,  167, 1,  2,  4,  5, 26.86
dp   ,  167, 1,  3,  6,  6, 18.59
dp   ,  168, 1,  1,  1,  3, 32.57
dp   ,  168, 1,  2,  4,  5, 26.86
dp   ,  168, 1,  3,  6,  6, 15.65
dp   ,  169, 1,  1,  1,  3, 31.04
dp   ,  169, 1,  2,  4,  5, 26.86
dp   ,  169, 1,  3,  6,  6, 14.11
dp   ,  170, 1,  1,  1,  3, 35.11
dp   ,  170, 1,  2,  4,  5, 24.49
dp   ,  171, 1,  1,  1,  3, 32.89
dp   ,  171, 1,  2,  4,  5, 23.87
dp   ,  171, 1,  3,  6,  6, 15.97
dp   ,  172, 1,  1,  1,  3, 31.46
dp   ,  172, 1,  2,  4,  5, 23.87
dp   ,  172, 1,  3,  6,  6, 14.54
dp   ,  173, 1,  1,  1,  3, 33.46
dp   ,  173, 1,  2,  4,  5, 22.84
dp   ,  174, 1,  1,  1,  3, 33.14
dp   ,  174, 1,  2,  4,  5, 22.52
dp   ,  174, 1,  3,  6,  6, 16.21
dp   ,  175, 1,  1,  1,  3, 32.48
dp   ,  175, 1,  2,  4,  5, 21.85
dp   ,  176, 1,  1,  1,  3, 34.48
dp   ,  176, 1,  2,  4,  5, 35.82
dp   ,  177, 1,  1,  1,  3, 34.48
dp   ,  177, 1,  2,  4,  5, 35.82
dp   ,  178, 1,  1,  1,  3, 34.48
dp   ,  178, 1,  2,  4,  5, 35.82
dp   ,  179, 1,  1,  1,  3, 34.48
dp   ,  179, 1,  2,  4,  5, 26.86
dp   ,  180, 1,  1,  1,  3, 34.48
dp   ,  180, 1,  2,  4,  5, 26.86
dp   ,  181, 1,  1,  1,  3, 34.48
dp   ,  181, 1,  2,  4,  5, 26.86
dp   ,  182, 1,  1,  1,  3, 34.48
dp   ,  182, 1,  2,  4,  5, 23.87
dp   ,  183, 1,  1,  1,  3, 34.48
dp   ,  183, 1,  2,  4,  5, 23.87
dp   ,  184, 1,  1,  1,  3, 34.48
dp   ,  184, 1,  2,  4,  5, 23.87
dp   ,  185, 1,  1,  1,  3, 34.48
dp   ,  185, 1,  2,  4,  5, 22.38
dp   ,  186, 1,  1,  1,  3, 34.48
dp   ,  186, 1,  2,  4,  5, 22.38
dp   ,  187, 1,  1,  1,  3, 34.48
dp   ,  187, 1,  2,  4,  5, 22.38
dp   ,  188, 1,  1,  1,  3, 34.48
dp   ,  188, 1,  2,  4,  5, 21.48
dp   ,  189, 1,  1,  1,  3, 34.48
dp   ,  189, 1,  2,  4,  5, 21.48
dp   ,  190, 1,  1,  1,  3, 34.48
dp   ,  190, 1,  2,  4,  5, 35.82
dp   ,  191, 1,  1,  1,  3, 34.02
dp   ,  191, 1,  2,  4,  5, 35.82
dp   ,  191, 1,  3,  6,  6, 15.10
dp   ,  192, 1,  1,  1,  3, 32.65
dp   ,  192, 1,  2,  4,  5, 35.82
dp   ,  192, 1,  3,  6,  6, 13.57
dp   ,  193, 1,  1,  1,  3, 34.48
dp   ,  193, 1,  2,  4,  5, 26.86
dp   ,  194, 1,  1,  1,  3, 34.20
dp   ,  194, 1,  2,  4,  5, 26.86
dp   ,  194, 1,  3,  6,  6, 15.48
dp   ,  195, 1,  1,  1,  3, 33.20
dp   ,  195, 1,  2,  4,  5, 26.86
dp   ,  195, 1,  3,  6,  6, 14.11
dp   ,  196, 1,  1,  1,  3, 34.48
dp   ,  196, 1,  2,  4,  5, 23.87
dp   ,  197, 1,  1,  1,  3, 34.34
dp   ,  197, 1,  2,  4,  5, 23.87
dp   ,  197, 1,  3,  6,  6, 15.77
dp   ,  198, 1,  1,  1,  3, 33.63
dp   ,  198, 1,  2,  4,  5, 23.87
dp   ,  198, 1,  3,  6,  6, 14.54
dp   ,  199, 1,  1,  1,  3, 34.48
dp   ,  199, 1,  2,  4,  5, 22.38
dp   ,  200, 1,  1,  1,  3, 34.45
dp   ,  200, 1,  2,  4,  5, 22.38
dp   ,  200, 1,  3,  6,  6, 15.99
dp   ,  201, 1,  1,  1,  3, 34.16
dp   ,  201, 1,  2,  4,  5, 21.68
dp   ,  202, 1,  1,  1,  3, 34.48
dp   ,  202, 1,  2,  4,  5, 35.82
dp   ,  203, 1,  1,  1,  3, 32.11
dp   ,  203, 1,  2,  4,  5, 35.82
dp   ,  203, 1,  3,  6,  6, 15.19
dp   ,  204, 1,  1,  1,  3, 30.49
dp   ,  204, 1,  2,  4,  5, 35.82
dp   ,  204, 1,  3,  6,  6, 13.57
dp   ,  205, 1,  1,  1,  3, 34.48
dp   ,  205, 1,  2,  4,  5, 26.86
dp   ,  206, 1,  1,  1,  3, 32.57
dp   ,  206, 1,  2,  4,  5, 26.86
dp   ,  206, 1,  3,  6,  6, 15.65
dp   ,  207, 1,  1,  1,  3, 31.04
dp   ,  207, 1,  2,  4,  5, 26.86
dp   ,  207, 1,  3,  6,  6, 14.11
dp   ,  208, 1,  1,  1,  3, 34.32
dp   ,  208, 1,  2,  4,  5, 24.03
dp   ,  209, 1,  1,  1,  3, 32.89
dp   ,  209, 1,  2,  4,  5, 23.87
dp   ,  209, 1,  3,  6,  6, 15.97
dp   ,  210, 1,  1,  1,  3, 33.46
dp   ,  210, 1,  2,  4,  5, 22.84
dp   ,  211, 1,  1,  1,  3, 33.48
dp   ,  211, 1,  2,  4,  5, 35.82
dp   ,  212, 1,  1,  1,  3, 33.48
dp   ,  212, 1,  2,  4,  5, 35.82
dp   ,  213, 1,  1,  1,  3, 33.48
dp   ,  213, 1,  2,  4,  5, 35.82
dp   ,  214, 1,  1,  1,  3, 33.48
dp   ,  214, 1,  2,  4,  5, 26.86
dp   ,  215, 1,  1,  1,  3, 33.48
dp   ,  215, 1,  2,  4,  5, 26.86
dp   ,  216, 1,  1,  1,  3, 33.48
dp   ,  216, 1,  2,  4,  5, 26.86
dp   ,  217, 1,  1,  1,  3, 33.48
dp   ,  217, 1,  2,  4,  5, 23.87
