case,origin,dest,demand,y,flow
  111, 1,  4,200.0000, 39.6111,200.0000
  111, 2,  4,150.0000, 48.3047,150.0000
  112, 1,  4,200.0000, 39.6111,200.0000
  112, 2,  4,150.0000, 48.2960,150.0000
  113, 1,  4,200.0000, 39.6111,200.0000
  113, 2,  4,150.0000, 48.2873,150.0000
  114, 1,  4,200.0000, 39.6111,200.0000
  114, 2,  4,150.0000, 48.2787,150.0000
  115, 1,  4,200.0000, 39.6111,200.0000
  115, 2,  4,150.0000, 48.2700,150.0000
  116, 1,  4,200.0000, 39.6111,200.0000
  116, 2,  4,150.0000, 48.2615,150.0000
  117, 1,  4,200.0000, 39.6111,200.0000
  117, 2,  4,150.0000, 48.2529,150.0000
  118, 1,  4,200.0000, 39.6111,200.0000
  118, 2,  4,150.0000, 48.2444,150.0000
  119, 1,  4,200.0000, 39.6111,200.0000
  119, 2,  4,150.0000, 48.2359,150.0000
  120, 1,  4,200.0000, 39.6111,200.0000
  120, 2,  4,150.0000, 48.2275,150.0000
  121, 1,  4,200.0000, 39.6111,200.0000
  121, 2,  4,150.0000, 48.2191,150.0000
  122, 1,  4,200.0000, 39.6111,200.0000
  122, 2,  4,150.0000, 48.2107,150.0000
  123, 1,  4,200.0000, 39.6111,200.0000
  123, 2,  4,150.0000, 48.2023,150.0000
  124, 1,  4,200.0000, 39.6111,200.0000
  124, 2,  4,150.0000, 48.1940,150.0000
  125, 1,  4,200.0000, 39.6111,200.0000
  125, 2,  4,150.0000, 48.1857,150.0000
  126, 1,  4,200.0000, 39.6111,200.0000
  126, 2,  4,150.0000, 48.1775,150.0000
  127, 1,  4,200.0000, 39.6111,200.0000
  127, 2,  4,150.0000, 48.1692,150.0000
  128, 1,  4,200.0000, 39.6111,200.0000
  128, 2,  4,150.0000, 48.1610,150.0000
  129, 1,  4,200.0000, 39.6111,200.0000
  129, 2,  4,150.0000, 48.1529,150.0000
  130, 1,  4,200.0000, 39.6111,200.0000
  130, 2,  4,150.0000, 48.1447,150.0000
  131, 1,  4,200.0000, 39.6111,200.0000
  131, 2,  4,150.0000, 48.1366,150.0000
  132, 1,  4,200.0000, 39.6111,200.0000
  132, 2,  4,150.0000, 48.1286,150.0000
  133, 1,  4,200.0000, 39.6111,200.0000
  133, 2,  4,150.0000, 48.1205,150.0000
  134, 1,  4,200.0000, 39.6111,200.0000
  134, 2,  4,150.0000, 48.1125,150.0000
  135, 1,  4,200.0000, 39.6111,200.0000
  135, 2,  4,150.0000, 48.1045,150.0000
  136, 1,  4,200.0000, 39.6111,200.0000
  136, 2,  4,150.0000, 48.0966,150.0000
  137, 1,  4,200.0000, 39.6111,200.0000
  137, 2,  4,150.0000, 48.0887,150.0000
  138, 1,  4,200.0000, 39.6111,200.0000
  138, 2,  4,150.0000, 48.0808,150.0000
  139, 1,  4,200.0000, 39.6111,200.0000
  139, 2,  4,150.0000, 48.0729,150.0000
  140, 1,  4,200.0000, 39.6111,200.0000
  140, 2,  4,150.0000, 48.0651,150.0000
  141, 1,  4,200.0000, 39.6111,200.0000
  141, 2,  4,150.0000, 48.0573,150.0000
  142, 1,  4,200.0000, 39.6111,200.0000
  142, 2,  4,150.0000, 48.0495,150.0000
  143, 1,  4,200.0000, 39.6111,200.0000
  143, 2,  4,150.0000, 48.0418,150.0000
  144, 1,  4,200.0000, 39.6111,200.0000
  144, 2,  4,150.0000, 48.0340,150.0000
  145, 1,  4,200.0000, 39.6111,200.0000
  145, 2,  4,150.0000, 48.0263,150.0000
  146, 1,  4,200.0000, 39.6111,200.0000
  146, 2,  4,150.0000, 48.0187,150.0000
  147, 1,  4,200.0000, 39.6111,200.0000
  147, 2,  4,150.0000, 48.0110,150.0000
  148, 1,  4,200.0000, 39.6111,200.0000
  148, 2,  4,150.0000, 48.0034,150.0000
  149, 1,  4,200.0000, 39.6111,200.0000
  149, 2,  4,150.0000, 47.9959,150.0000
  150, 1,  4,200.0000, 39.6111,200.0000
  150, 2,  4,150.0000, 47.9883,150.0000
  151, 1,  4,200.0000, 39.6111,200.0000
  151, 2,  4,150.0000, 47.9808,150.0000
  152, 1,  4,200.0000, 39.6111,200.0000
  152, 2,  4,150.0000, 47.9733,150.0000
  153, 1,  4,200.0000, 39.6111,200.0000
  153, 2,  4,150.0000, 47.9658,150.0000
  154, 1,  4,200.0000, 39.6111,200.0000
  154, 2,  4,150.0000, 47.9584,150.0000
  155, 1,  4,200.0000, 39.6111,200.0000
  155, 2,  4,150.0000, 47.9510,150.0000
  156, 1,  4,200.0000, 39.6111,200.0000
  156, 2,  4,150.0000, 47.9436,150.0000
  157, 1,  4,200.0000, 39.6111,200.0000
  157, 2,  4,150.0000, 47.9362,150.0000
  158, 1,  4,200.0000, 39.6111,200.0000
  158, 2,  4,150.0000, 47.9289,150.0000
  159, 1,  4,200.0000, 39.6111,200.0000
  159, 2,  4,150.0000, 47.9216,150.0000
  160, 1,  4,200.0000, 39.6111,200.0000
  160, 2,  4,150.0000, 47.9143,150.0000
  161, 1,  4,200.0000, 39.6111,200.0000
  161, 2,  4,150.0000, 47.9070,150.0000
  162, 1,  4,200.0000, 39.6111,200.0000
  162, 2,  4,150.0000, 47.8998,150.0000
  163, 1,  4,200.0000, 39.6111,200.0000
  163, 2,  4,150.0000, 47.8926,150.0000
  164, 1,  4,200.0000, 39.6111,200.0000
  164, 2,  4,150.0000, 47.8854,150.0000
  165, 1,  4,200.0000, 39.6111,200.0000
  165, 2,  4,150.0000, 47.8783,150.0000
  166, 1,  4,200.0000, 39.6111,200.0000
  166, 2,  4,150.0000, 47.8711,150.0000
  167, 1,  4,200.0000, 39.6111,200.0000
  167, 2,  4,150.0000, 47.8640,150.0000
  168, 1,  4,200.0000, 39.6111,200.0000
  168, 2,  4,150.0000, 47.8569,150.0000
  169, 1,  4,200.0000, 39.6111,200.0000
  169, 2,  4,150.0000, 47.8499,150.0000
  170, 1,  4,200.0000, 39.6111,200.0000
  170, 2,  4,150.0000, 47.8429,150.0000
  171, 1,  4,200.0000, 39.6111,200.0000
  171, 2,  4,150.0000, 47.8359,150.0000
  172, 1,  4,200.0000, 39.6111,200.0000
  172, 2,  4,150.0000, 47.8289,150.0000
  173, 1,  4,200.0000, 39.6111,200.0000
  173, 2,  4,150.0000, 47.8219,150.0000
  174, 1,  4,200.0000, 39.6111,200.0000
  174, 2,  4,150.0000, 47.8150,150.0000
  175, 1,  4,200.0000, 39.6111,200.0000
  175, 2,  4,150.0000, 47.8081,150.0000
  176, 1,  4,200.0000, 39.6111,200.0000
  176, 2,  4,150.0000, 47.8012,150.0000
  177, 1,  4,200.0000, 39.6111,200.0000
  177, 2,  4,150.0000, 47.7943,150.0000
  178, 1,  4,200.0000, 39.6111,200.0000
  178, 2,  4,150.0000, 47.7875,150.0000
  179, 1,  4,200.0000, 39.6111,200.0000
  179, 2,  4,150.0000, 47.7807,150.0000
  180, 1,  4,200.0000, 39.6111,200.0000
  180, 2,  4,150.0000, 47.7739,150.0000
  181, 1,  4,200.0000, 39.6111,200.0000
  181, 2,  4,150.0000, 47.7671,150.0000
  182, 1,  4,200.0000, 39.6111,200.0000
  182, 2,  4,150.0000, 47.7604,150.0000
  183, 1,  4,200.0000, 39.6111,200.0000
  183, 2,  4,150.0000, 47.7537,150.0000
  184, 1,  4,200.0000, 39.6111,200.0000
  184, 2,  4,150.0000, 47.7470,150.0000
  185, 1,  4,200.0000, 39.6111,200.0000
  185, 2,  4,150.0000, 47.7403,150.0000
  186, 1,  4,200.0000, 39.6111,200.0000
  186, 2,  4,150.0000, 47.7336,150.0000
  187, 1,  4,200.0000, 39.6111,200.0000
  187, 2,  4,150.0000, 47.7270,150.0000
  188, 1,  4,200.0000, 39.6111,200.0000
  188, 2,  4,150.0000, 47.7204,150.0000
  189, 1,  4,200.0000, 39.6111,200.0000
  189, 2,  4,150.0000, 47.7138,150.0000
  190, 1,  4,200.0000, 39.6111,200.0000
  190, 2,  4,150.0000, 47.7073,150.0000
  191, 1,  4,200.0000, 39.6111,200.0000
  191, 2,  4,150.0000, 47.7007,150.0000
  192, 1,  4,200.0000, 39.6111,200.0000
  192, 2,  4,150.0000, 47.6942,150.0000
  193, 1,  4,200.0000, 39.6111,200.0000
  193, 2,  4,150.0000, 47.6877,150.0000
  194, 1,  4,200.0000, 39.6111,200.0000
  194, 2,  4,150.0000, 47.6812,150.0000
  195, 1,  4,200.0000, 39.6111,200.0000
  195, 2,  4,150.0000, 47.6748,150.0000
  196, 1,  4,200.0000, 39.6111,200.0000
  196, 2,  4,150.0000, 47.6684,150.0000
  197, 1,  4,200.0000, 39.6111,200.0000
  197, 2,  4,150.0000, 47.6620,150.0000
  198, 1,  4,200.0000, 39.6111,200.0000
  198, 2,  4,150.0000, 47.6556,150.0000
  199, 1,  4,200.0000, 39.6111,200.0000
  199, 2,  4,150.0000, 47.6492,150.0000
  200, 1,  4,200.0000, 39.6111,200.0000
  200, 2,  4,150.0000, 47.6429,150.0000
  201, 1,  4,200.0000, 39.6111,200.0000
  201, 2,  4,150.0000, 47.6365,150.0000
  202, 1,  4,200.0000, 39.6111,200.0000
  202, 2,  4,150.0000, 47.6302,150.0000
  203, 1,  4,200.0000, 39.6111,200.0000
  203, 2,  4,150.0000, 47.6240,150.0000
  204, 1,  4,200.0000, 39.6111,200.0000
  204, 2,  4,150.0000, 47.6177,150.0000
  205, 1,  4,200.0000, 39.6111,200.0000
  205, 2,  4,150.0000, 47.6115,150.0000
  206, 1,  4,200.0000, 39.6111,200.0000
  206, 2,  4,150.0000, 47.6052,150.0000
  207, 1,  4,200.0000, 39.6111,200.0000
  207, 2,  4,150.0000, 47.5990,150.0000
  208, 1,  4,200.0000, 39.6111,200.0000
  208, 2,  4,150.0000, 47.5929,150.0000
  209, 1,  4,200.0000, 39.6111,200.0000
  209, 2,  4,150.0000, 47.5867,150.0000
  210, 1,  4,200.0000, 39.6111,200.0000
  210, 2,  4,150.0000, 47.5806,150.0000
  211, 1,  4,200.0000, 39.6111,200.0000
  211, 2,  4,150.0000, 47.5744,150.0000
  212, 1,  4,200.0000, 39.6111,200.0000
  212, 2,  4,150.0000, 47.5683,150.0000
  213, 1,  4,200.0000, 39.6111,200.0000
  213, 2,  4,150.0000, 47.5623,150.0000
  214, 1,  4,200.0000, 39.6111,200.0000
  214, 2,  4,150.0000, 47.5562,150.0000
  215, 1,  4,200.0000, 39.6111,200.0000
  215, 2,  4,150.0000, 47.5502,150.0000
  216, 1,  4,200.0000, 39.6111,200.0000
  216, 2,  4,150.0000, 47.5442,150.0000
  217, 1,  4,200.0000, 39.6111,200.0000
  217, 2,  4,150.0000, 47.5382,150.0000
  218, 1,  4,200.0000, 39.6111,200.0000
  218, 2,  4,150.0000, 47.5322,150.0000
  219, 1,  4,200.0000, 39.6111,200.0000
  219, 2,  4,150.0000, 47.5262,150.0000
  220, 1,  4,200.0000, 39.6111,200.0000
  220, 2,  4,150.0000, 47.5203,150.0000
  221, 1,  4,200.0000, 39.6111,200.0000
  221, 2,  4,150.0000, 47.5144,150.0000
  222, 1,  4,200.0000, 39.6111,200.0000
  222, 2,  4,150.0000, 47.5085,150.0000
  223, 1,  4,200.0000, 39.6111,200.0000
  223, 2,  4,150.0000, 47.5026,150.0000
  224, 1,  4,200.0000, 39.6111,200.0000
  224, 2,  4,150.0000, 47.4967,150.0000
  225, 1,  4,200.0000, 39.6111,200.0000
  225, 2,  4,150.0000, 47.4909,150.0000
  226, 1,  4,200.0000, 39.6111,200.0000
  226, 2,  4,150.0000, 47.4850,150.0000
  227, 1,  4,200.0000, 39.6111,200.0000
  227, 2,  4,150.0000, 47.4792,150.0000
  228, 1,  4,200.0000, 39.6111,200.0000
  228, 2,  4,150.0000, 47.4734,150.0000
  229, 1,  4,200.0000, 39.6111,200.0000
  229, 2,  4,150.0000, 47.4677,150.0000
  230, 1,  4,200.0000, 39.6111,200.0000
  230, 2,  4,150.0000, 47.4619,150.0000
  231, 1,  4,200.0000, 39.6111,200.0000
  231, 2,  4,150.0000, 47.4562,150.0000
  232, 1,  4,200.0000, 39.6111,200.0000
  232, 2,  4,150.0000, 47.4505,150.0000
  233, 1,  4,200.0000, 39.6111,200.0000
  233, 2,  4,150.0000, 47.4448,150.0000
  234, 1,  4,200.0000, 39.6111,200.0000
  234, 2,  4,150.0000, 47.4391,150.0000
  235, 1,  4,200.0000, 39.6111,200.0000
  235, 2,  4,150.0000, 47.4334,150.0000
  236, 1,  4,200.0000, 39.6111,200.0000
  236, 2,  4,150.0000, 47.4278,150.0000
  237, 1,  4,200.0000, 39.6111,200.0000
  237, 2,  4,150.0000, 47.4221,150.0000
  238, 1,  4,200.0000, 39.6111,200.0000
  238, 2,  4,150.0000, 47.4165,150.0000
  239, 1,  4,200.0000, 39.6111,200.0000
  239, 2,  4,150.0000, 47.4109,150.0000
  240, 1,  4,200.0000, 39.6111,200.0000
  240, 2,  4,150.0000, 47.4054,150.0000
  241, 1,  4,200.0000, 39.6111,200.0000
  241, 2,  4,150.0000, 47.3998,150.0000
  242, 1,  4,200.0000, 39.6111,200.0000
  242, 2,  4,150.0000, 47.3943,150.0000
  243, 1,  4,200.0000, 39.6111,200.0000
  243, 2,  4,150.0000, 47.3887,150.0000
  244, 1,  4,200.0000, 39.6111,200.0000
  244, 2,  4,150.0000, 47.3832,150.0000
  245, 1,  4,200.0000, 39.6111,200.0000
  245, 2,  4,150.0000, 47.3777,150.0000
  246, 1,  4,200.0000, 39.6111,200.0000
  246, 2,  4,150.0000, 47.3723,150.0000
  247, 1,  4,200.0000, 39.6111,200.0000
  247, 2,  4,150.0000, 47.3668,150.0000
  248, 1,  4,200.0000, 39.6111,200.0000
  248, 2,  4,150.0000, 47.3614,150.0000
  249, 1,  4,200.0000, 39.6111,200.0000
  249, 2,  4,150.0000, 47.3560,150.0000
  250, 1,  4,200.0000, 39.6111,200.0000
  250, 2,  4,150.0000, 47.3505,150.0000
  251, 1,  4,200.0000, 39.6111,200.0000
  251, 2,  4,150.0000, 47.3452,150.0000
  252, 1,  4,200.0000, 39.6111,200.0000
  252, 2,  4,150.0000, 47.3398,150.0000
  253, 1,  4,200.0000, 39.6111,200.0000
  253, 2,  4,150.0000, 47.3344,150.0000
  254, 1,  4,200.0000, 39.6111,200.0000
  254, 2,  4,150.0000, 47.3291,150.0000
  255, 1,  4,200.0000, 39.6111,200.0000
  255, 2,  4,150.0000, 47.3238,150.0000
  256, 1,  4,200.0000, 39.6111,200.0000
  256, 2,  4,150.0000, 47.3185,150.0000
  257, 1,  4,200.0000, 39.6111,200.0000
  257, 2,  4,150.0000, 47.3132,150.0000
  258, 1,  4,200.0000, 39.6111,200.0000
  258, 2,  4,150.0000, 47.3079,150.0000
  259, 1,  4,200.0000, 39.6111,200.0000
  259, 2,  4,150.0000, 47.3026,150.0000
  260, 1,  4,200.0000, 39.6111,200.0000
  260, 2,  4,150.0000, 47.2974,150.0000
  261, 1,  4,200.0000, 39.6111,200.0000
  261, 2,  4,150.0000, 47.2922,150.0000
  262, 1,  4,200.0000, 39.6111,200.0000
  262, 2,  4,150.0000, 47.2870,150.0000
  263, 1,  4,200.0000, 39.6111,200.0000
  263, 2,  4,150.0000, 47.2818,150.0000
  264, 1,  4,200.0000, 39.6111,200.0000
  264, 2,  4,150.0000, 47.2766,150.0000
  265, 1,  4,200.0000, 39.6111,200.0000
  265, 2,  4,150.0000, 47.2714,150.0000
  266, 1,  4,200.0000, 39.6111,200.0000
  266, 2,  4,150.0000, 47.2663,150.0000
  267, 1,  4,200.0000, 39.6111,200.0000
  267, 2,  4,150.0000, 47.2611,150.0000
  268, 1,  4,200.0000, 39.6111,200.0000
  268, 2,  4,150.0000, 47.2560,150.0000
  269, 1,  4,200.0000, 39.6111,200.0000
  269, 2,  4,150.0000, 47.2509,150.0000
  270, 1,  4,200.0000, 39.6111,200.0000
  270, 2,  4,150.0000, 47.2458,150.0000
  271, 1,  4,200.0000, 39.6111,200.0000
  271, 2,  4,150.0000, 47.2408,150.0000
  272, 1,  4,200.0000, 39.6111,200.0000
  272, 2,  4,150.0000, 47.2357,150.0000
  273, 1,  4,200.0000, 39.6111,200.0000
  273, 2,  4,150.0000, 47.2307,150.0000
  274, 1,  4,200.0000, 39.6111,200.0000
  274, 2,  4,150.0000, 47.2256,150.0000
  275, 1,  4,200.0000, 39.6111,200.0000
  275, 2,  4,150.0000, 47.2206,150.0000
  276, 1,  4,200.0000, 39.6111,200.0000
  276, 2,  4,150.0000, 47.2156,150.0000
  277, 1,  4,200.0000, 39.6111,200.0000
  277, 2,  4,150.0000, 47.2107,150.0000
  278, 1,  4,200.0000, 39.6111,200.0000
