 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
 0,  8.1510
 0, 25.7010
 0, 30.0495
 0,  7.3071
 0, 19.5411
 0, 10.8079
