method,case,dest,link,flow,fx,lt,xprob,logitprob,tail,head
dp   ,    6, 1,  4,      0.00,1000.00, 21.93,0.0000,0.0000,  2,  3
dp   ,    6, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,    6, 1,  6,    200.00,  14.11, 14.11,1.0000,0.0000,  3,  4
dp   ,    7, 1,  1,    200.00,  43.76, 19.27,1.0000,0.0000,  1,  2
dp   ,    7, 1,  2,      0.00,  44.11, 25.57,0.0000,0.0000,  1,  3
dp   ,    7, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,    7, 1,  4,      0.00,1000.00, 18.64,0.0000,0.0000,  2,  3
dp   ,    7, 1,  5,    350.00,  24.49, 24.49,1.0000,0.0000,  2,  4
dp   ,    7, 1,  6,      0.00,  18.54, 18.54,1.0000,0.0000,  3,  4
dp   ,    8, 1,  1,      0.00,  43.15, 19.27,0.0000,0.0000,  1,  2
dp   ,    8, 1,  2,    200.00,  41.54, 25.57,1.0000,0.0000,  1,  3
dp   ,    8, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,    8, 1,  4,      0.00,1000.00, 18.64,0.0000,0.0000,  2,  3
dp   ,    8, 1,  5,    150.00,  23.87, 23.87,1.0000,0.0000,  2,  4
dp   ,    8, 1,  6,    200.00,  15.97, 15.97,1.0000,0.0000,  3,  4
dp   ,    9, 1,  1,    200.00,  42.11, 19.27,1.0000,0.0000,  1,  2
dp   ,    9, 1,  2,      0.00,  44.00, 25.57,0.0000,0.0000,  1,  3
dp   ,    9, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,    9, 1,  4,      0.00,1000.00, 16.57,0.0000,0.0000,  2,  3
dp   ,    9, 1,  5,    350.00,  22.84, 22.84,1.0000,0.0000,  2,  4
dp   ,    9, 1,  6,      0.00,  18.43, 18.43,1.0000,0.0000,  3,  4
dp   ,   10, 1,  1,      0.00,  48.61, 12.79,0.0000,0.0000,  1,  2
dp   ,   10, 1,  2,    200.00,  38.05, 19.09,1.0000,0.0000,  1,  3
dp   ,   10, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   10, 1,  4,      0.00,1000.00, 28.15,0.0000,0.0000,  2,  3
dp   ,   10, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   10, 1,  6,    200.00,  18.97, 18.97,1.0000,0.0000,  3,  4
dp   ,   11, 1,  1,      0.00,1000.00, 12.79,0.0000,0.0000,  1,  2
dp   ,   11, 1,  2,    200.00,  34.28, 19.09,1.0000,0.0000,  1,  3
dp   ,   11, 1,  3,      0.00,  55.39, 55.39,0.0000,0.0000,  1,  4
dp   ,   11, 1,  4,      0.00,  43.34, 28.15,0.0000,0.0000,  2,  3
dp   ,   11, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   11, 1,  6,    200.00,  15.19, 15.19,1.0000,0.0000,  3,  4
dp   ,   12, 1,  1,      0.00,1000.00, 12.79,0.0000,0.0000,  1,  2
dp   ,   12, 1,  2,    200.00,  32.65, 19.09,1.0000,0.0000,  1,  3
dp   ,   12, 1,  3,      0.00,  55.39, 55.39,0.0000,0.0000,  1,  4
dp   ,   12, 1,  4,      0.00,  41.72, 28.15,0.0000,0.0000,  2,  3
dp   ,   12, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   12, 1,  6,    200.00,  13.57, 13.57,1.0000,0.0000,  3,  4
dp   ,   13, 1,  1,      0.00,  39.65, 12.79,0.0000,0.0000,  1,  2
dp   ,   13, 1,  2,    200.00,  37.79, 19.09,1.0000,0.0000,  1,  3
dp   ,   13, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   13, 1,  4,      0.00,1000.00, 23.86,0.0000,0.0000,  2,  3
dp   ,   13, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   13, 1,  6,    200.00,  18.70, 18.70,1.0000,0.0000,  3,  4
dp   ,   14, 1,  1,      0.00,  39.65, 12.79,0.0000,0.0000,  1,  2
dp   ,   14, 1,  2,    200.00,  34.73, 19.09,1.0000,0.0000,  1,  3
dp   ,   14, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   14, 1,  4,      0.00,1000.00, 23.86,0.0000,0.0000,  2,  3
dp   ,   14, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   14, 1,  6,    200.00,  15.65, 15.65,1.0000,0.0000,  3,  4
dp   ,   15, 1,  1,    200.00,  37.27, 12.79,1.0000,0.0000,  1,  2
dp   ,   15, 1,  2,      0.00,  37.62, 19.09,0.0000,0.0000,  1,  3
dp   ,   15, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   15, 1,  4,      0.00,1000.00, 21.04,0.0000,0.0000,  2,  3
dp   ,   15, 1,  5,    350.00,  24.49, 24.49,1.0000,0.0000,  2,  4
dp   ,   15, 1,  6,      0.00,  18.54, 18.54,1.0000,0.0000,  3,  4
dp   ,   16, 1,  1,      0.00,  46.44, 10.62,0.0000,0.0000,  1,  2
dp   ,   16, 1,  2,    200.00,  35.89, 16.92,1.0000,0.0000,  1,  3
dp   ,   16, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   16, 1,  4,      0.00,1000.00, 28.24,0.0000,0.0000,  2,  3
dp   ,   16, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   16, 1,  6,    200.00,  18.97, 18.97,1.0000,0.0000,  3,  4
dp   ,   17, 1,  1,      0.00,1000.00, 10.62,0.0000,0.0000,  1,  2
dp   ,   17, 1,  2,    200.00,  32.11, 16.92,1.0000,0.0000,  1,  3
dp   ,   17, 1,  3,      0.00,  55.39, 55.39,0.0000,0.0000,  1,  4
dp   ,   17, 1,  4,      0.00,  43.44, 28.24,0.0000,0.0000,  2,  3
dp   ,   17, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   17, 1,  6,    200.00,  15.19, 15.19,1.0000,0.0000,  3,  4
dp   ,   18, 1,  1,      0.00,  37.48, 10.62,0.0000,0.0000,  1,  2
dp   ,   18, 1,  2,    200.00,  35.62, 16.92,1.0000,0.0000,  1,  3
dp   ,   18, 1,  3,      0.00,1000.00, 55.39,0.0000,0.0000,  1,  4
dp   ,   18, 1,  4,      0.00,1000.00, 24.91,0.0000,0.0000,  2,  3
dp   ,   18, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   18, 1,  6,    200.00,  18.70, 18.70,1.0000,0.0000,  3,  4
dp   ,   19, 1,  1,      0.00,  54.10, 18.28,0.0000,0.0000,  1,  2
dp   ,   19, 1,  2,     47.22,  43.08, 24.58,0.2361,0.0000,  1,  3
dp   ,   19, 1,  3,    152.78,  43.09, 43.09,0.7639,0.0000,  1,  4
dp   ,   19, 1,  4,      0.00,1000.00, 27.36,0.0000,0.0000,  2,  3
dp   ,   19, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   19, 1,  6,     47.22,  18.50, 18.50,1.0000,0.0000,  3,  4
dp   ,   20, 1,  1,      0.00,1000.00, 19.27,0.0000,0.0000,  1,  2
dp   ,   20, 1,  2,    200.00,  40.76, 25.57,1.0000,0.0000,  1,  3
dp   ,   20, 1,  3,      0.00,  41.94, 41.94,0.0000,0.0000,  1,  4
dp   ,   20, 1,  4,      0.00,  43.14, 27.94,0.0000,0.0000,  2,  3
dp   ,   20, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   20, 1,  6,    200.00,  15.19, 15.19,1.0000,0.0000,  3,  4
dp   ,   21, 1,  1,      0.00,1000.00, 19.27,0.0000,0.0000,  1,  2
dp   ,   21, 1,  2,    200.00,  39.14, 25.57,1.0000,0.0000,  1,  3
dp   ,   21, 1,  3,      0.00,  41.94, 41.94,0.0000,0.0000,  1,  4
dp   ,   21, 1,  4,      0.00,  41.51, 27.94,0.0000,0.0000,  2,  3
dp   ,   21, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   21, 1,  6,    200.00,  13.57, 13.57,1.0000,0.0000,  3,  4
dp   ,   22, 1,  1,      0.00,  45.20, 18.34,0.0000,0.0000,  1,  2
dp   ,   22, 1,  2,     56.37,  43.01, 24.64,0.2818,0.0000,  1,  3
dp   ,   22, 1,  3,    143.63,  43.02, 43.02,0.7182,0.0000,  1,  4
dp   ,   22, 1,  4,      0.00,1000.00, 21.55,0.0000,0.0000,  2,  3
dp   ,   22, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   22, 1,  6,     56.37,  18.37, 18.37,1.0000,0.0000,  3,  4
dp   ,   23, 1,  1,      0.00,  46.13, 19.27,0.0000,0.0000,  1,  2
dp   ,   23, 1,  2,    200.00,  41.22, 25.57,1.0000,0.0000,  1,  3
dp   ,   23, 1,  3,      0.00,1000.00, 41.94,0.0000,0.0000,  1,  4
dp   ,   23, 1,  4,      0.00,1000.00, 21.93,0.0000,0.0000,  2,  3
dp   ,   23, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   23, 1,  6,    200.00,  15.65, 15.65,1.0000,0.0000,  3,  4
dp   ,   24, 1,  1,     92.85,  42.74, 18.58,0.4643,0.0000,  1,  2
dp   ,   24, 1,  2,      0.00,  43.22, 24.88,0.0000,0.0000,  1,  3
dp   ,   24, 1,  3,    107.15,  42.74, 42.74,0.5357,0.0000,  1,  4
dp   ,   24, 1,  4,      0.00,1000.00, 18.42,0.0000,0.0000,  2,  3
dp   ,   24, 1,  5,    242.85,  24.16, 24.16,1.0000,0.0000,  2,  4
dp   ,   24, 1,  6,      0.00,  18.34, 18.34,1.0000,0.0000,  3,  4
dp   ,   25, 1,  1,      0.00,  48.61, 12.79,0.0000,0.0000,  1,  2
dp   ,   25, 1,  2,    200.00,  38.05, 19.09,1.0000,0.0000,  1,  3
dp   ,   25, 1,  3,      0.00,1000.00, 41.94,0.0000,0.0000,  1,  4
dp   ,   25, 1,  4,      0.00,1000.00, 28.15,0.0000,0.0000,  2,  3
dp   ,   25, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   25, 1,  6,    200.00,  18.97, 18.97,1.0000,0.0000,  3,  4
dp   ,   26, 1,  1,      0.00,1000.00, 12.79,0.0000,0.0000,  1,  2
dp   ,   26, 1,  2,    200.00,  34.28, 19.09,1.0000,0.0000,  1,  3
dp   ,   26, 1,  3,      0.00,  41.94, 41.94,0.0000,0.0000,  1,  4
dp   ,   26, 1,  4,      0.00,  43.34, 28.15,0.0000,0.0000,  2,  3
dp   ,   26, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   26, 1,  6,    200.00,  15.19, 15.19,1.0000,0.0000,  3,  4
dp   ,   27, 1,  1,      0.00,  39.65, 12.79,0.0000,0.0000,  1,  2
dp   ,   27, 1,  2,    200.00,  37.79, 19.09,1.0000,0.0000,  1,  3
dp   ,   27, 1,  3,      0.00,1000.00, 41.94,0.0000,0.0000,  1,  4
dp   ,   27, 1,  4,      0.00,1000.00, 23.86,0.0000,0.0000,  2,  3
dp   ,   27, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   27, 1,  6,    200.00,  18.70, 18.70,1.0000,0.0000,  3,  4
dp   ,   28, 1,  1,      0.00,  46.44, 10.62,0.0000,0.0000,  1,  2
dp   ,   28, 1,  2,    200.00,  35.89, 16.92,1.0000,0.0000,  1,  3
dp   ,   28, 1,  3,      0.00,1000.00, 41.94,0.0000,0.0000,  1,  4
dp   ,   28, 1,  4,      0.00,1000.00, 28.24,0.0000,0.0000,  2,  3
dp   ,   28, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   28, 1,  6,    200.00,  18.97, 18.97,1.0000,0.0000,  3,  4
dp   ,   29, 1,  1,      0.00,  53.80, 17.98,0.0000,0.0000,  1,  2
dp   ,   29, 1,  2,      0.00,  42.63, 24.28,0.0000,0.0000,  1,  3
dp   ,   29, 1,  3,    200.00,  38.46, 38.46,1.0000,0.0000,  1,  4
dp   ,   29, 1,  4,      0.00,1000.00, 27.18,0.0000,0.0000,  2,  3
dp   ,   29, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   29, 1,  6,      0.00,  18.35, 18.35,1.0000,0.0000,  3,  4
dp   ,   30, 1,  1,      0.00,1000.00, 17.98,0.0000,0.0000,  1,  2
dp   ,   30, 1,  2,      0.00,  39.09, 24.28,0.0000,0.0000,  1,  3
dp   ,   30, 1,  3,    200.00,  38.46, 38.46,1.0000,0.0000,  1,  4
dp   ,   30, 1,  4,      0.00,  42.00, 27.18,0.0000,0.0000,  2,  3
dp   ,   30, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   30, 1,  6,      0.00,  14.82, 14.82,1.0000,0.0000,  3,  4
dp   ,   31, 1,  1,      0.00,  44.84, 17.98,0.0000,0.0000,  1,  2
dp   ,   31, 1,  2,      0.00,  42.51, 24.28,0.0000,0.0000,  1,  3
dp   ,   31, 1,  3,    200.00,  38.46, 38.46,1.0000,0.0000,  1,  4
dp   ,   31, 1,  4,      0.00,1000.00, 21.39,0.0000,0.0000,  2,  3
dp   ,   31, 1,  5,    150.00,  26.86, 26.86,1.0000,0.0000,  2,  4
dp   ,   31, 1,  6,      0.00,  18.24, 18.24,1.0000,0.0000,  3,  4
dp   ,   32, 1,  1,      0.00,  48.43, 12.61,0.0000,0.0000,  1,  2
dp   ,   32, 1,  2,    146.92,  37.72, 18.91,0.7346,0.0000,  1,  3
dp   ,   32, 1,  3,     53.08,  37.73, 37.73,0.2654,0.0000,  1,  4
dp   ,   32, 1,  4,      0.00,1000.00, 28.02,0.0000,0.0000,  2,  3
dp   ,   32, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   32, 1,  6,    146.92,  18.80, 18.80,1.0000,0.0000,  3,  4
dp   ,   33, 1,  1,      0.00,  53.80, 17.98,0.0000,0.0000,  1,  2
dp   ,   33, 1,  2,      0.00,  42.63, 24.28,0.0000,0.0000,  1,  3
dp   ,   33, 1,  3,    200.00,  35.97, 35.97,1.0000,0.0000,  1,  4
dp   ,   33, 1,  4,      0.00,1000.00, 27.18,0.0000,0.0000,  2,  3
dp   ,   33, 1,  5,    150.00,  35.82, 35.82,1.0000,0.0000,  2,  4
dp   ,   33, 1,  6,      0.00,  18.35, 18.35,1.0000,0.0000,  3,  4
