id,tc,fair
0,15068.654999999999,0
1,14281.23,-4.929600000000001
2,13525.79,-1.1524
3,13201.23,0.47039999999999793
4,12883.465,-4.661000000000001
5,12272.845000000001,-1.6079000000000008
6,11966.545,-0.07639999999999958
7,12424.77,-4.1480999999999995
8,11889.705,-1.932299999999998
9,11848.475,-2.5015
10,12983.93,1.5568999999999988
11,12228.490000000002,5.334099999999999
12,11903.93,6.956899999999997
13,11586.165,1.8254999999999981
14,10975.545,4.878599999999999
15,11127.47,2.3384
16,12551.51,3.719000000000001
17,11796.07,7.496200000000002
18,11153.724999999999,3.987700000000004
19,13988.609999999999,-3.4664999999999964
20,13525.79,-1.1524
21,13201.23,0.47039999999999793
22,12630.685000000001,-3.397100000000002
23,12272.845000000001,-1.6079000000000008
24,12170.880000000001,-3.1248000000000005
25,12983.93,1.5568999999999988
26,12228.490000000002,5.334099999999999
27,11586.165,1.8254999999999981
28,12551.51,3.719000000000001
29,13064.890000000001,1.1520999999999972
30,13064.890000000001,1.1520999999999972
31,11720.845000000001,1.1520999999999972
32,12916.71,1.8930000000000007
33,12566.95,3.6418000000000035
