case,origin,dest,demand,y,flow
   76, 2,  4,150.0000, 48.4561,150.0000
   77, 1,  4,200.0000, 39.7346,200.0000
   77, 2,  4,150.0000, 48.4437,150.0000
   78, 1,  4,200.0000, 39.7346,200.0000
   78, 2,  4,150.0000, 48.4313,150.0000
   79, 1,  4,200.0000, 39.7346,200.0000
   79, 2,  4,150.0000, 48.4189,150.0000
   80, 1,  4,200.0000, 39.7346,200.0000
   80, 2,  4,150.0000, 48.4067,150.0000
   81, 1,  4,200.0000, 39.7346,200.0000
   81, 2,  4,150.0000, 48.3945,150.0000
   82, 1,  4,200.0000, 39.7346,200.0000
   82, 2,  4,150.0000, 48.3823,150.0000
   83, 1,  4,200.0000, 39.7346,200.0000
   83, 2,  4,150.0000, 48.3702,150.0000
   84, 1,  4,200.0000, 39.7346,200.0000
   84, 2,  4,150.0000, 48.3582,150.0000
   85, 1,  4,200.0000, 39.7346,200.0000
   85, 2,  4,150.0000, 48.3462,150.0000
   86, 1,  4,200.0000, 39.7346,200.0000
   86, 2,  4,150.0000, 48.3343,150.0000
   87, 1,  4,200.0000, 39.7346,200.0000
   87, 2,  4,150.0000, 48.3224,150.0000
   88, 1,  4,200.0000, 39.7346,200.0000
   88, 2,  4,150.0000, 48.3106,150.0000
   89, 1,  4,200.0000, 39.7346,200.0000
   89, 2,  4,150.0000, 48.2988,150.0000
   90, 1,  4,200.0000, 39.7346,200.0000
   90, 2,  4,150.0000, 48.2872,150.0000
   91, 1,  4,200.0000, 39.7346,200.0000
   91, 2,  4,150.0000, 48.2755,150.0000
   92, 1,  4,200.0000, 39.7346,200.0000
   92, 2,  4,150.0000, 48.2639,150.0000
   93, 1,  4,200.0000, 39.7346,200.0000
   93, 2,  4,150.0000, 48.2524,150.0000
   94, 1,  4,200.0000, 39.7346,200.0000
   94, 2,  4,150.0000, 48.2409,150.0000
   95, 1,  4,200.0000, 39.7346,200.0000
   95, 2,  4,150.0000, 48.2295,150.0000
   96, 1,  4,200.0000, 39.7346,200.0000
   96, 2,  4,150.0000, 48.2182,150.0000
   97, 1,  4,200.0000, 39.7346,200.0000
   97, 2,  4,150.0000, 48.2069,150.0000
   98, 1,  4,200.0000, 39.7346,200.0000
   98, 2,  4,150.0000, 48.1956,150.0000
   99, 1,  4,200.0000, 39.7346,200.0000
   99, 2,  4,150.0000, 48.1844,150.0000
  100, 1,  4,200.0000, 39.7346,200.0000
  100, 2,  4,150.0000, 48.1733,150.0000
  101, 1,  4,200.0000, 39.7346,200.0000
  101, 2,  4,150.0000, 48.1622,150.0000
  102, 1,  4,200.0000, 39.7346,200.0000
  102, 2,  4,150.0000, 48.1511,150.0000
  103, 1,  4,200.0000, 39.7346,200.0000
  103, 2,  4,150.0000, 48.1401,150.0000
  104, 1,  4,200.0000, 39.7346,200.0000
  104, 2,  4,150.0000, 48.1292,150.0000
  105, 1,  4,200.0000, 39.7346,200.0000
  105, 2,  4,150.0000, 48.1183,150.0000
  106, 1,  4,200.0000, 39.7346,200.0000
  106, 2,  4,150.0000, 48.1075,150.0000
  107, 1,  4,200.0000, 39.7346,200.0000
  107, 2,  4,150.0000, 48.0967,150.0000
  108, 1,  4,200.0000, 39.7346,200.0000
  108, 2,  4,150.0000, 48.0860,150.0000
  109, 1,  4,200.0000, 39.7346,200.0000
  109, 2,  4,150.0000, 48.0753,150.0000
  110, 1,  4,200.0000, 39.7346,200.0000
  110, 2,  4,150.0000, 48.0646,150.0000
  111, 1,  4,200.0000, 39.7346,200.0000
  111, 2,  4,150.0000, 48.0540,150.0000
  112, 1,  4,200.0000, 39.7346,200.0000
  112, 2,  4,150.0000, 48.0435,150.0000
  113, 1,  4,200.0000, 39.7346,200.0000
  113, 2,  4,150.0000, 48.0330,150.0000
  114, 1,  4,200.0000, 39.7346,200.0000
  114, 2,  4,150.0000, 48.0226,150.0000
  115, 1,  4,200.0000, 39.7346,200.0000
  115, 2,  4,150.0000, 48.0122,150.0000
  116, 1,  4,200.0000, 39.7346,200.0000
  116, 2,  4,150.0000, 48.0018,150.0000
  117, 1,  4,200.0000, 39.7346,200.0000
  117, 2,  4,150.0000, 47.9915,150.0000
  118, 1,  4,200.0000, 39.7346,200.0000
  118, 2,  4,150.0000, 47.9813,150.0000
  119, 1,  4,200.0000, 39.7346,200.0000
  119, 2,  4,150.0000, 47.9711,150.0000
  120, 1,  4,200.0000, 39.7346,200.0000
  120, 2,  4,150.0000, 47.9609,150.0000
  121, 1,  4,200.0000, 39.7346,200.0000
  121, 2,  4,150.0000, 47.9508,150.0000
  122, 1,  4,200.0000, 39.7346,200.0000
  122, 2,  4,150.0000, 47.9407,150.0000
  123, 1,  4,200.0000, 39.7346,200.0000
  123, 2,  4,150.0000, 47.9307,150.0000
  124, 1,  4,200.0000, 39.7346,200.0000
  124, 2,  4,150.0000, 47.9207,150.0000
  125, 1,  4,200.0000, 39.7346,200.0000
  125, 2,  4,150.0000, 47.9108,150.0000
  126, 1,  4,200.0000, 39.7346,200.0000
  126, 2,  4,150.0000, 47.9009,150.0000
  127, 1,  4,200.0000, 39.7346,200.0000
  127, 2,  4,150.0000, 47.8910,150.0000
  128, 1,  4,200.0000, 39.7346,200.0000
  128, 2,  4,150.0000, 47.8812,150.0000
  129, 1,  4,200.0000, 39.7346,200.0000
  129, 2,  4,150.0000, 47.8715,150.0000
  130, 1,  4,200.0000, 39.7346,200.0000
  130, 2,  4,150.0000, 47.8618,150.0000
  131, 1,  4,200.0000, 39.7346,200.0000
  131, 2,  4,150.0000, 47.8521,150.0000
  132, 1,  4,200.0000, 39.7346,200.0000
  132, 2,  4,150.0000, 47.8424,150.0000
  133, 1,  4,200.0000, 39.7346,200.0000
  133, 2,  4,150.0000, 47.8329,150.0000
  134, 1,  4,200.0000, 39.7346,200.0000
  134, 2,  4,150.0000, 47.8233,150.0000
  135, 1,  4,200.0000, 39.7346,200.0000
  135, 2,  4,150.0000, 47.8138,150.0000
  136, 1,  4,200.0000, 39.7346,200.0000
  136, 2,  4,150.0000, 47.8043,150.0000
  137, 1,  4,200.0000, 39.7346,200.0000
  137, 2,  4,150.0000, 47.7949,150.0000
  138, 1,  4,200.0000, 39.7346,200.0000
  138, 2,  4,150.0000, 47.7855,150.0000
  139, 1,  4,200.0000, 39.7346,200.0000
  139, 2,  4,150.0000, 47.7762,150.0000
  140, 1,  4,200.0000, 39.7346,200.0000
  140, 2,  4,150.0000, 47.7669,150.0000
  141, 1,  4,200.0000, 39.7346,200.0000
  141, 2,  4,150.0000, 47.7576,150.0000
  142, 1,  4,200.0000, 39.7346,200.0000
  142, 2,  4,150.0000, 47.7484,150.0000
  143, 1,  4,200.0000, 39.7346,200.0000
  143, 2,  4,150.0000, 47.7392,150.0000
  144, 1,  4,200.0000, 39.7346,200.0000
  144, 2,  4,150.0000, 47.7301,150.0000
  145, 1,  4,200.0000, 39.7346,200.0000
  145, 2,  4,150.0000, 47.7210,150.0000
  146, 1,  4,200.0000, 39.7346,200.0000
  146, 2,  4,150.0000, 47.7119,150.0000
  147, 1,  4,200.0000, 39.7346,200.0000
  147, 2,  4,150.0000, 47.7029,150.0000
  148, 1,  4,200.0000, 39.7346,200.0000
  148, 2,  4,150.0000, 47.6939,150.0000
  149, 1,  4,200.0000, 39.7346,200.0000
  149, 2,  4,150.0000, 47.6850,150.0000
  150, 1,  4,200.0000, 39.7346,200.0000
  150, 2,  4,150.0000, 47.6761,150.0000
  151, 1,  4,200.0000, 39.7346,200.0000
  151, 2,  4,150.0000, 47.6672,150.0000
  152, 1,  4,200.0000, 39.7346,200.0000
  152, 2,  4,150.0000, 47.6584,150.0000
  153, 1,  4,200.0000, 39.7346,200.0000
  153, 2,  4,150.0000, 47.6496,150.0000
  154, 1,  4,200.0000, 39.7346,200.0000
  154, 2,  4,150.0000, 47.6408,150.0000
  155, 1,  4,200.0000, 39.7346,200.0000
  155, 2,  4,150.0000, 47.6321,150.0000
  156, 1,  4,200.0000, 39.7346,200.0000
  156, 2,  4,150.0000, 47.6234,150.0000
  157, 1,  4,200.0000, 39.7346,200.0000
  157, 2,  4,150.0000, 47.6148,150.0000
  158, 1,  4,200.0000, 39.7346,200.0000
  158, 2,  4,150.0000, 47.6061,150.0000
  159, 1,  4,200.0000, 39.7346,200.0000
  159, 2,  4,150.0000, 47.5976,150.0000
  160, 1,  4,200.0000, 39.7346,200.0000
  160, 2,  4,150.0000, 47.5890,150.0000
  161, 1,  4,200.0000, 39.7346,200.0000
  161, 2,  4,150.0000, 47.5805,150.0000
  162, 1,  4,200.0000, 39.7346,200.0000
  162, 2,  4,150.0000, 47.5721,150.0000
  163, 1,  4,200.0000, 39.7346,200.0000
  163, 2,  4,150.0000, 47.5636,150.0000
  164, 1,  4,200.0000, 39.7346,200.0000
  164, 2,  4,150.0000, 47.5552,150.0000
  165, 1,  4,200.0000, 39.7346,200.0000
  165, 2,  4,150.0000, 47.5469,150.0000
  166, 1,  4,200.0000, 39.7346,200.0000
  166, 2,  4,150.0000, 47.5385,150.0000
  167, 1,  4,200.0000, 39.7346,200.0000
  167, 2,  4,150.0000, 47.5302,150.0000
  168, 1,  4,200.0000, 39.7346,200.0000
  168, 2,  4,150.0000, 47.5220,150.0000
  169, 1,  4,200.0000, 39.7346,200.0000
  169, 2,  4,150.0000, 47.5137,150.0000
  170, 1,  4,200.0000, 39.7346,200.0000
  170, 2,  4,150.0000, 47.5055,150.0000
  171, 1,  4,200.0000, 39.7346,200.0000
  171, 2,  4,150.0000, 47.4974,150.0000
  172, 1,  4,200.0000, 39.7346,200.0000
  172, 2,  4,150.0000, 47.4892,150.0000
  173, 1,  4,200.0000, 39.7346,200.0000
  173, 2,  4,150.0000, 47.4812,150.0000
  174, 1,  4,200.0000, 39.7346,200.0000
  174, 2,  4,150.0000, 47.4731,150.0000
  175, 1,  4,200.0000, 39.7346,200.0000
  175, 2,  4,150.0000, 47.4651,150.0000
  176, 1,  4,200.0000, 39.7346,200.0000
  176, 2,  4,150.0000, 47.4571,150.0000
  177, 1,  4,200.0000, 39.7346,200.0000
  177, 2,  4,150.0000, 47.4491,150.0000
  178, 1,  4,200.0000, 39.7346,200.0000
  178, 2,  4,150.0000, 47.4412,150.0000
  179, 1,  4,200.0000, 39.7346,200.0000
  179, 2,  4,150.0000, 47.4333,150.0000
  180, 1,  4,200.0000, 39.7346,200.0000
  180, 2,  4,150.0000, 47.4254,150.0000
  181, 1,  4,200.0000, 39.7346,200.0000
  181, 2,  4,150.0000, 47.4176,150.0000
  182, 1,  4,200.0000, 39.7346,200.0000
  182, 2,  4,150.0000, 47.4097,150.0000
  183, 1,  4,200.0000, 39.7346,200.0000
  183, 2,  4,150.0000, 47.4020,150.0000
  184, 1,  4,200.0000, 39.7346,200.0000
  184, 2,  4,150.0000, 47.3942,150.0000
  185, 1,  4,200.0000, 39.7346,200.0000
  185, 2,  4,150.0000, 47.3865,150.0000
  186, 1,  4,200.0000, 39.7346,200.0000
  186, 2,  4,150.0000, 47.3788,150.0000
  187, 1,  4,200.0000, 39.7346,200.0000
  187, 2,  4,150.0000, 47.3712,150.0000
  188, 1,  4,200.0000, 39.7346,200.0000
  188, 2,  4,150.0000, 47.3636,150.0000
  189, 1,  4,200.0000, 39.7346,200.0000
  189, 2,  4,150.0000, 47.3560,150.0000
  190, 1,  4,200.0000, 39.7346,200.0000
  190, 2,  4,150.0000, 47.3484,150.0000
  191, 1,  4,200.0000, 39.7346,200.0000
  191, 2,  4,150.0000, 47.3409,150.0000
  192, 1,  4,200.0000, 39.7346,200.0000
  192, 2,  4,150.0000, 47.3334,150.0000
  193, 1,  4,200.0000, 39.7346,200.0000
  193, 2,  4,150.0000, 47.3259,150.0000
  194, 1,  4,200.0000, 39.7346,200.0000
  194, 2,  4,150.0000, 47.3184,150.0000
  195, 1,  4,200.0000, 39.7346,200.0000
  195, 2,  4,150.0000, 47.3110,150.0000
  196, 1,  4,200.0000, 39.7346,200.0000
  196, 2,  4,150.0000, 47.3036,150.0000
  197, 1,  4,200.0000, 39.7346,200.0000
  197, 2,  4,150.0000, 47.2963,150.0000
  198, 1,  4,200.0000, 39.7346,200.0000
  198, 2,  4,150.0000, 47.2890,150.0000
  199, 1,  4,200.0000, 39.7346,200.0000
  199, 2,  4,150.0000, 47.2816,150.0000
  200, 1,  4,200.0000, 39.7346,200.0000
  200, 2,  4,150.0000, 47.2744,150.0000
  201, 1,  4,200.0000, 39.7346,200.0000
  201, 2,  4,150.0000, 47.2671,150.0000
  202, 1,  4,200.0000, 39.7346,200.0000
  202, 2,  4,150.0000, 47.2599,150.0000
  203, 1,  4,200.0000, 39.7346,200.0000
  203, 2,  4,150.0000, 47.2527,150.0000
  204, 1,  4,200.0000, 39.7346,200.0000
  204, 2,  4,150.0000, 47.2456,150.0000
  205, 1,  4,200.0000, 39.7346,200.0000
  205, 2,  4,150.0000, 47.2384,150.0000
  206, 1,  4,200.0000, 39.7346,200.0000
  206, 2,  4,150.0000, 47.2313,150.0000
  207, 1,  4,200.0000, 39.7346,200.0000
  207, 2,  4,150.0000, 47.2242,150.0000
  208, 1,  4,200.0000, 39.7346,200.0000
  208, 2,  4,150.0000, 47.2172,150.0000
  209, 1,  4,200.0000, 39.7346,200.0000
  209, 2,  4,150.0000, 47.2102,150.0000
  210, 1,  4,200.0000, 39.7346,200.0000
  210, 2,  4,150.0000, 47.2032,150.0000
  211, 1,  4,200.0000, 39.7346,200.0000
  211, 2,  4,150.0000, 47.1962,150.0000
  212, 1,  4,200.0000, 39.7346,200.0000
  212, 2,  4,150.0000, 47.1892,150.0000
  213, 1,  4,200.0000, 39.7346,200.0000
  213, 2,  4,150.0000, 47.1823,150.0000
  214, 1,  4,200.0000, 39.7346,200.0000
  214, 2,  4,150.0000, 47.1754,150.0000
  215, 1,  4,200.0000, 39.7346,200.0000
  215, 2,  4,150.0000, 47.1686,150.0000
  216, 1,  4,200.0000, 39.7346,200.0000
  216, 2,  4,150.0000, 47.1617,150.0000
  217, 1,  4,200.0000, 39.7346,200.0000
  217, 2,  4,150.0000, 47.1549,150.0000
  218, 1,  4,200.0000, 39.7346,200.0000
  218, 2,  4,150.0000, 47.1481,150.0000
  219, 1,  4,200.0000, 39.7346,200.0000
  219, 2,  4,150.0000, 47.1413,150.0000
  220, 1,  4,200.0000, 39.7346,200.0000
  220, 2,  4,150.0000, 47.1346,150.0000
  221, 1,  4,200.0000, 39.7346,200.0000
  221, 2,  4,150.0000, 47.1279,150.0000
  222, 1,  4,200.0000, 39.7346,200.0000
  222, 2,  4,150.0000, 47.1212,150.0000
  223, 1,  4,200.0000, 39.7346,200.0000
  223, 2,  4,150.0000, 47.1145,150.0000
  224, 1,  4,200.0000, 39.7346,200.0000
  224, 2,  4,150.0000, 47.1079,150.0000
  225, 1,  4,200.0000, 39.7346,200.0000
  225, 2,  4,150.0000, 47.1013,150.0000
  226, 1,  4,200.0000, 39.7346,200.0000
  226, 2,  4,150.0000, 47.0947,150.0000
  227, 1,  4,200.0000, 39.7346,200.0000
  227, 2,  4,150.0000, 47.0881,150.0000
  228, 1,  4,200.0000, 39.7346,200.0000
  228, 2,  4,150.0000, 47.0816,150.0000
  229, 1,  4,200.0000, 39.7346,200.0000
  229, 2,  4,150.0000, 47.0750,150.0000
  230, 1,  4,200.0000, 39.7346,200.0000
  230, 2,  4,150.0000, 47.0685,150.0000
  231, 1,  4,200.0000, 39.7346,200.0000
  231, 2,  4,150.0000, 47.0621,150.0000
  232, 1,  4,200.0000, 39.7346,200.0000
  232, 2,  4,150.0000, 47.0556,150.0000
  233, 1,  4,200.0000, 39.7346,200.0000
  233, 2,  4,150.0000, 47.0492,150.0000
  234, 1,  4,200.0000, 39.7346,200.0000
  234, 2,  4,150.0000, 47.0428,150.0000
  235, 1,  4,200.0000, 39.7346,200.0000
  235, 2,  4,150.0000, 47.0364,150.0000
  236, 1,  4,200.0000, 39.7346,200.0000
  236, 2,  4,150.0000, 47.0301,150.0000
  237, 1,  4,200.0000, 39.7346,200.0000
  237, 2,  4,150.0000, 47.0237,150.0000
  238, 1,  4,200.0000, 39.7346,200.0000
  238, 2,  4,150.0000, 47.0174,150.0000
  239, 1,  4,200.0000, 39.7346,200.0000
  239, 2,  4,150.0000, 47.0111,150.0000
  240, 1,  4,200.0000, 39.7346,200.0000
  240, 2,  4,150.0000, 47.0049,150.0000
  241, 1,  4,200.0000, 39.7346,200.0000
  241, 2,  4,150.0000, 46.9986,150.0000
  242, 1,  4,200.0000, 39.7346,200.0000
  242, 2,  4,150.0000, 46.9924,150.0000
  243, 1,  4,200.0000, 39.7346,200.0000
  243, 2,  4,150.0000, 46.9862,150.0000
  244, 1,  4,200.0000, 39.7346,200.0000
  244, 2,  4,150.0000, 46.9800,150.0000
  245, 1,  4,200.0000, 39.7346,200.0000
  245, 2,  4,150.0000, 46.9739,150.0000
  246, 1,  4,200.0000, 39.7346,200.0000
  246, 2,  4,150.0000, 46.9677,150.0000
  247, 1,  4,200.0000, 39.7346,200.0000
  247, 2,  4,150.0000, 46.9616,150.0000
  248, 1,  4,200.0000, 39.7346,200.0000
  248, 2,  4,150.0000, 46.9556,150.0000
  249, 1,  4,200.0000, 39.7346,200.0000
  249, 2,  4,150.0000, 46.9495,150.0000
  250, 1,  4,200.0000, 39.7346,200.0000
  250, 2,  4,150.0000, 46.9434,150.0000
  251, 1,  4,200.0000, 39.7346,200.0000
  251, 2,  4,150.0000, 46.9374,150.0000
  252, 1,  4,200.0000, 39.7346,200.0000
  252, 2,  4,150.0000, 46.9314,150.0000
  253, 1,  4,200.0000, 39.7346,200.0000
  253, 2,  4,150.0000, 46.9254,150.0000
  254, 1,  4,200.0000, 39.7346,200.0000
  254, 2,  4,150.0000, 46.9195,150.0000
  255, 1,  4,200.0000, 39.7346,200.0000
  255, 2,  4,150.0000, 46.9135,150.0000
  256, 1,  4,200.0000, 39.7346,200.0000
  256, 2,  4,150.0000, 46.9076,150.0000
  257, 1,  4,200.0000, 39.7346,200.0000
  257, 2,  4,150.0000, 46.9017,150.0000
  258, 1,  4,200.0000, 39.7346,200.0000
  258, 2,  4,150.0000, 46.8958,150.0000
  259, 1,  4,200.0000, 39.7346,200.0000
  259, 2,  4,150.0000, 46.8900,150.0000
  260, 1,  4,200.0000, 39.7346,200.0000
  260, 2,  4,150.0000, 46.8842,150.0000
  261, 1,  4,200.0000, 39.7346,200.0000
  261, 2,  4,150.0000, 46.8783,150.0000
  262, 1,  4,200.0000, 39.7346,200.0000
  262, 2,  4,150.0000, 46.8725,150.0000
  263, 1,  4,200.0000, 39.7346,200.0000
  263, 2,  4,150.0000, 46.8668,150.0000
  264, 1,  4,200.0000, 39.7346,200.0000
  264, 2,  4,150.0000, 46.8610,150.0000
  265, 1,  4,200.0000, 39.7346,200.0000
  265, 2,  4,150.0000, 46.8553,150.0000
  266, 1,  4,200.0000, 39.7346,200.0000
  266, 2,  4,150.0000, 46.8496,150.0000
  267, 1,  4,200.0000, 39.7346,200.0000
  267, 2,  4,150.0000, 46.8439,150.0000
  268, 1,  4,200.0000, 39.7346,200.0000
  268, 2,  4,150.0000, 46.8382,150.0000
  269, 1,  4,200.0000, 39.7346,200.0000
  269, 2,  4,150.0000, 46.8325,150.0000
  270, 1,  4,200.0000, 39.7346,200.0000
  270, 2,  4,150.0000, 46.8269,150.0000
  271, 1,  4,200.0000, 39.7346,200.0000
  271, 2,  4,150.0000, 46.8213,150.0000
  272, 1,  4,200.0000, 39.7346,200.0000
  272, 2,  4,150.0000, 46.8157,150.0000
  273, 1,  4,200.0000, 39.7346,200.0000
  273, 2,  4,150.0000, 46.8101,150.0000
  274, 1,  4,200.0000, 39.7346,200.0000
  274, 2,  4,150.0000, 46.8045,150.0000
  275, 1,  4,200.0000, 39.7346,200.0000
  275, 2,  4,150.0000, 46.7990,150.0000
  276, 1,  4,200.0000, 39.7346,200.0000
  276, 2,  4,150.0000, 46.7935,150.0000
  277, 1,  4,200.0000, 39.7346,200.0000
  277, 2,  4,150.0000, 46.7880,150.0000
  278, 1,  4,200.0000, 39.7346,200.0000
  278, 2,  4,150.0000, 46.7825,150.0000
