id,tc,fair
0,15068.654999999999,0
1,14281.23,-4.929600000000001
2,13525.79,-1.1524
3,13201.23,0.47039999999999793
4,12883.465,-4.661000000000001
5,12272.845000000001,-1.6079000000000008
6,11966.545,-0.07639999999999958
7,12424.77,-4.1480999999999995
8,11889.705,-1.932299999999998
9,11603.385,-0.5007000000000019
10,11848.475,-2.5015
11,11737.3,-2.1839000000000013
12,11447.115,-0.8393999999999977
13,11502.695,-1.5135999999999967
14,11502.695,-1.5135999999999967
15,12983.93,1.5568999999999988
16,12228.490000000002,5.334099999999999
17,11903.93,6.956899999999997
18,11586.165,1.8254999999999981
19,10975.545,4.878599999999999
20,10669.244999999999,6.4101
21,11127.47,2.3384
22,10592.405,4.554200000000002
23,10306.085000000001,5.985799999999998
24,10551.175,3.9849999999999994
25,10440.0,4.302599999999998
26,10205.395,4.972900000000003
27,12551.51,3.719000000000001
28,11796.07,7.496200000000002
29,11471.490000000002,9.1191
30,11153.724999999999,3.987700000000004
31,10543.125,7.040700000000001
32,10236.825,8.572199999999999
33,10695.03,4.500599999999999
34,10159.984999999999,6.716300000000004
35,10118.755,6.147100000000002
36,13988.609999999999,-3.4664999999999964
37,13525.79,-1.1524
38,13201.23,0.47039999999999793
39,12630.685000000001,-3.397100000000002
40,12272.845000000001,-1.6079000000000008
41,11966.545,-0.07639999999999958
42,12170.880000000001,-3.1248000000000005
43,11889.705,-1.932299999999998
44,11603.385,-0.5007000000000019
45,11825.625,-2.405999999999999
46,11737.3,-2.1839000000000013
47,11502.695,-1.5135999999999967
48,12983.93,1.5568999999999988
49,12228.490000000002,5.334099999999999
50,11903.93,6.956899999999997
51,11586.165,1.8254999999999981
52,10975.545,4.878599999999999
53,10669.244999999999,6.4101
54,11127.47,2.3384
55,10592.405,4.554200000000002
56,10551.175,3.9849999999999994
57,12551.51,3.719000000000001
58,11796.07,7.496200000000002
59,11471.490000000002,9.1191
60,11153.724999999999,3.987700000000004
61,10543.125,7.040700000000001
62,10695.03,4.500599999999999
63,13064.890000000001,1.1520999999999972
64,13064.890000000001,1.1520999999999972
65,12995.23,1.500399999999999
66,11720.845000000001,1.1520999999999972
67,11720.845000000001,1.1520999999999972
68,11696.045,1.2760999999999996
69,11272.825,1.1520999999999972
70,11272.825,1.1520999999999972
71,11048.815,1.1520999999999972
72,12916.71,1.8930000000000007
73,12228.490000000002,5.334099999999999
74,11903.93,6.956899999999997
75,11551.285,1.9999000000000038
76,10975.545,4.878599999999999
77,11127.47,2.3384
78,12551.51,3.719000000000001
79,11796.07,7.496200000000002
80,11153.724999999999,3.987700000000004
81,12566.95,3.6418000000000035
82,12566.95,3.6418000000000035
83,12566.95,3.6418000000000035
84,11222.904999999999,3.6418000000000035
85,11222.904999999999,3.6418000000000035
86,10774.885,3.6418000000000035
87,12566.95,3.6418000000000035
88,12228.490000000002,5.334099999999999
89,11222.904999999999,3.6418000000000035
90,12474.23,4.105400000000003
91,12268.17,5.1357
92,12268.17,5.1357
93,10924.125,5.1357
94,12268.17,5.1357
95,12068.990000000002,6.131599999999999
